FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,marche_nom,jour,organisme,geometry
_mview_marche_marches.fid--c72d8f_193db82c344_-5bb9,Maritime,Golfe,Golfe 1,Bè-Est,Rond Point Port,Marché Rond Point Port,"{lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche}",Oui,"MULTIPOLYGON (((1.2760832523235404 6.143276053512503, 1.2760428959551326 6.143335313794491, 1.2765513344779655 6.143672969312037, 1.2768152567646271 6.143030458914672, 1.2764892351163986 6.142746827951993, 1.2760832523235404 6.143276053512503)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5bb8,Maritime,Golfe,Golfe 1,Bè-Est,Akodessewa,Grand Marché d'akodessewa,"{lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche}",Non,"MULTIPOLYGON (((1.2684708512172242 6.153919326767965, 1.2672356658750812 6.1535746059294185, 1.267344015466497 6.152755893041698, 1.2689998659959458 6.153340598441969, 1.2689998659959458 6.153340598441969, 1.2684708512172242 6.153919326767965)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5bb7,Maritime,Golfe,Golfe 1,Bè-Est,Be,Marché de Bessime,"{lundi,mercredi,mardi,jeudi,vendredi,samedi,dimanche}",Oui,"MULTIPOLYGON (((1.2444024632732216 6.142688230317828, 1.2439015280709158 6.143293234256349, 1.243468203754811 6.142935732012146, 1.2440889946190177 6.142162670782883, 1.244562270822423 6.142498784498753, 1.2444024632732216 6.142688230317828)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5bb6,Maritime,Golfe,Golfe 1,Bè-Est,Akodessewa,Marché de Gakpoto,"{mercredi,samedi}",Non,"MULTIPOLYGON (((1.2685595978023783 6.154019956442908, 1.2688271382774556 6.1542394053442635, 1.2697568414283489 6.154571903506964, 1.2699641852965333 6.154059856249894, 1.270412315592288 6.153820457363029, 1.270572839877334 6.153527858577068, 1.271114609339365 6.153255209563331, 1.2712283140412728 6.152916060594938, 1.2708136263049032 6.152729861069283, 1.2702986108903798 6.152537011491804, 1.2699641852965333 6.152264361969769, 1.2685595978023783 6.154019956442908)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5bb5,Maritime,Golfe,Golfe 2,Bè-Centre,Nukafu,Marché de Nukafu,"{lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche}",Oui,"MULTIPOLYGON (((1.2359460443282284 6.159975562198156, 1.2358515663767184 6.159386819892672, 1.2364329823664235 6.1592752241375335, 1.2365456262205345 6.159887109428965, 1.2359460443282284 6.159975562198156)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5bb4,Maritime,Golfe,Golfe 2,Bè-Centre,Hedzranawe,Grand Marché de Hedzranawe,"{jeudi,lundi}",Oui,"MULTIPOLYGON (((1.2409673276366173 6.182856951868546, 1.2438365631375385 6.181920821449827, 1.2438720954657234 6.181779518601203, 1.242628463979256 6.179624645483332, 1.2423442053537777 6.1792537238154335, 1.2409051460622937 6.179094757306749, 1.2408962629802471 6.1791035887807055, 1.2408340814059242 6.179598151087105, 1.2403988103856605 6.179553993757111, 1.2402922134011058 6.181284958333781, 1.2409673276366173 6.182856951868546)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5bb3,Maritime,Golfe,Golfe 2,Bè-Centre,Kegue,Marché de Kegue,"{lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche}",Oui,"MULTIPOLYGON (((1.24160853678983 6.199676921329732, 1.2406121082886103 6.19999040360702, 1.240731031699381 6.200375028806134, 1.2417381323576935 6.200050780477306, 1.24160853678983 6.199676921329732)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5bb2,Maritime,Golfe,Golfe 4,Amoutivé,Nyekonakpoe,Marché Nyekonakpoe,"{lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche}",Non,"MULTIPOLYGON (((1.201010201726619 6.128841428156087, 1.201069155875296 6.1285614804872, 1.201259232182236 6.128584725245082, 1.2012450018704866 6.128670629776291, 1.201323268585109 6.128684778756576, 1.2012876928057352 6.1288363749503665, 1.2011768996642573 6.128880843159044, 1.201010201726619 6.128841428156087)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5bb1,Maritime,Golfe,Golfe 5,Aflao-Gakli,Gbotossime,Marché de Gbotossimé,{jeudi},Oui,"MULTIPOLYGON (((1.1806396302542712 6.186757148848895, 1.1812586705748198 6.1870324749468475, 1.1813808495854543 6.187077012978628, 1.181494883328713 6.186712610790161, 1.1806518481553345 6.186651877067661, 1.1806396302542712 6.186757148848895)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5bb0,Maritime,Golfe,Golfe 4,Amoutivé,Adawlato,Marché d'abattoir,"{lundi,mardi,mercredi,jeudi,vendredi,samedi}",Oui,"MULTIPOLYGON (((1.2346163678446518 6.126836643774141, 1.2343808942785937 6.127661039460402, 1.2343808942785937 6.127661039460402, 1.2340906979823931 6.1276214684965575, 1.2337839190406976 6.127552219302763, 1.2329365458557953 6.1272125683650085, 1.231653245979019 6.126656013985049, 1.2307828061395154 6.126269644097798, 1.2293434716906217 6.125632905913432, 1.22951445094481 6.125023985677219, 1.2346163678446518 6.126836643774141)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5baf,Maritime,Golfe,Golfe 4,Amoutivé,Agbadahonou,Marché d'agbadahonou,"{lundi,mardi,mercredi,jeudi,vendredi,samedi}",Non,"MULTIPOLYGON (((1.2215493346074402 6.126879207681271, 1.220710419499427 6.126628687737925, 1.2214738172331745 6.124427032540385, 1.222320148270565 6.124706079313581, 1.2215493346074402 6.126879207681271)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5bae,Maritime,Golfe,Golfe 4,Amoutivé,Adawlato,Marché d'adawlato,"{lundi,mardi,mercredi,jeudi,vendredi,samedi}",Oui,"MULTIPOLYGON (((1.2227107170873743 6.1272612868550045, 1.224955735238014 6.123876389765015, 1.2250373179091107 6.123754714062567, 1.2253763558542745 6.1230479083341205, 1.2272287918984883 6.1238310611857365, 1.2294895028144455 6.12497398502129, 1.2279412482223728 6.130562471042987, 1.2280393770345464 6.1311424560555405, 1.227761582396259 6.1312170286214105, 1.2251847202315465 6.130320189854773, 1.2256603277582934 6.128034772546244, 1.2227107170873743 6.1272612868550045)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5bad,Maritime,Golfe,Golfe 4,Amoutivé,Bémiglato,Marché d'attikpodji,"{mardi,mercredi,jeudi,samedi,dimanche,vendredi,lundi}",Oui,"MULTIPOLYGON (((1.2343033333333333 6.127716666666667, 1.2343033333333333 6.127716666666667, 1.234165 6.12833, 1.2317683333333331 6.127741666666666, 1.2311883333333333 6.1298, 1.2306033333333335 6.130444999999999, 1.2298266666666666 6.130246666666666, 1.2286233333333332 6.12993, 1.2283283333333335 6.130876666666667, 1.2280016666666667 6.130696666666667, 1.2285633333333335 6.128218333333333, 1.2292883333333333 6.125674999999999, 1.2343033333333333 6.127716666666667)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5bac,Maritime,Golfe,Golfe 4,Amoutivé,Hanoukope,Marché de Fruits Le Togo,"{lundi,mercredi,vendredi}",Oui,"MULTIPOLYGON (((1.2183256974264796 6.138649966546335, 1.2181050161453095 6.138566664720748, 1.2182786041505969 6.138065764579846, 1.218474643601363 6.138145799742668, 1.2183256974264796 6.138649966546335)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5bab,Maritime,Golfe,Golfe 4,Amoutivé,Amoutive,Marché d' Amoutive,"{lundi,mardi,mercredi,jeudi,vendredi,samedi}",Oui,"MULTIPOLYGON (((1.2298254194853033 6.141526756969599, 1.2300322457285482 6.141580100996548, 1.230019717162378 6.141088724850679, 1.2298136366403998 6.141106826916835, 1.2298254194853033 6.141526756969599)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5baa,Maritime,Golfe,Golfe 4,Amoutivé,Hanoukope,Marché Le Togo,"{lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche}",Oui,"MULTIPOLYGON (((1.2189222712682737 6.140436483312445, 1.2181064943304318 6.140173205522565, 1.217452934190536 6.142197378348815, 1.2182890178754835 6.142407534770069, 1.2189222712682737 6.140436483312445)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5ba9,Maritime,Golfe,Golfe 4,Amoutivé,Kodome,Marché Kodome,"{lundi,mercredi,vendredi}",Oui,"MULTIPOLYGON (((1.2053066666666665 6.139701666666667, 1.2050622695619333 6.140593593534695, 1.2051235151478221 6.1406557055984115, 1.2057416666666665 6.140725, 1.2058401642497738 6.1406732914566104, 1.205853814986719 6.140570451384512, 1.2058493842915154 6.140567698088334, 1.2058620400447804 6.14050241900221, 1.206005 6.139638333333333, 1.205535 6.139638333333333, 1.2054344305510563 6.139759841369419, 1.2053066666666665 6.139701666666667)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5ba8,Maritime,Golfe,Golfe 5,Aflao-Gakli,Totsi,Marché de Totsi,"{lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche}",Oui,"MULTIPOLYGON (((1.1877972356456468 6.195159298330451, 1.1882764128413974 6.194810268172692, 1.1882574355267141 6.194565003599446, 1.1883760437434836 6.193895242068963, 1.1873797347226165 6.194003724628049, 1.1872706151631882 6.194565003599448, 1.1877972356456468 6.195159298330451)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5ba7,Maritime,Golfe,Golfe 5,Aflao-Gakli,Djidjole,Marché de Djidjole,"{lundi,mercredi,jeudi,vendredi,samedi,dimanche}",Oui,"MULTIPOLYGON (((1.2005882047156078 6.176113681595334, 1.2005882047156078 6.176113681595334, 1.2005882047156078 6.176113681595334, 1.2006828381812165 6.176755805896177, 1.200872105112434 6.176821664754794, 1.201032982003969 6.176889875706866, 1.2012553706481495 6.176986311865489, 1.2012813948511918 6.176972199258008, 1.2011157862863764 6.176064287386092, 1.2005882047156078 6.176113681595334)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5ba6,Maritime,Golfe,Golfe 5,Aflao-Gakli,Agbalepedo,Marché La Paix d'agbalepedogan,"{lundi,mardi,jeudi,mercredi,vendredi,samedi,dimanche}",Oui,"MULTIPOLYGON (((1.2021350291241664 6.194009945334651, 1.2022549958394049 6.194511857776372, 1.2029647989045658 6.194337927776339, 1.202864826641867 6.193850923471388, 1.2021350291241664 6.194009945334651)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5ba5,Maritime,Golfe,Golfe 5,Aflao-Gakli,Avedji Wessome,Marché de Avedji Wessome,"{lundi,jeudi}",Oui,"MULTIPOLYGON (((1.1718706713225786 6.200881993317235, 1.172365170483516 6.200460616581435, 1.172140398137635 6.1994710183781265, 1.17133763975949 6.200269081590223, 1.1718514051215028 6.2008756088237496, 1.1718706713225786 6.200881993317235)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5ba4,Maritime,Golfe,Golfe 5,Aflao-Gakli,Adidogome Teshi,Marché de Bokovisime,"{lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche}",Oui,"MULTIPOLYGON (((1.1692328668777103 6.183665086231316, 1.1692923525015488 6.183716340479037, 1.1695065007473673 6.1835073808225625, 1.1694549465400408 6.18343641337328, 1.1692328668777103 6.183665086231316)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5ba3,Maritime,Golfe,Golfe 6,Baguida,Agodeke,Marché d'agodeke,{mercredi},Non,"MULTIPOLYGON (((1.3661516666666667 6.176846666666667, 1.3662299999999998 6.176740000000001, 1.3662966666666667 6.1765516666666676, 1.3650566666666668 6.176203333333333, 1.3646766666666668 6.1760833333333345, 1.36442 6.176905, 1.3661516666666667 6.176846666666667)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5ba2,Maritime,Golfe,Golfe 6,Baguida,Kpogan,Marché de Kpogan,"{vendredi,mardi}",Non,"MULTIPOLYGON (((1.36964 6.18571, 1.3696249999999999 6.186386666666667, 1.369045 6.186306666666667, 1.3690433333333334 6.185644999999999, 1.36964 6.18571)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5ba1,Maritime,Golfe,Golfe 6,Baguida,Ablodesito,Marché D Ablodesito,"{lundi,mardi,mercredi,jeudi,vendredi,samedi}",Oui,"MULTIPOLYGON (((1.314695 6.174566666666667, 1.3152407817122895 6.174148157812338, 1.3156667576828576 6.175065751479133, 1.315125413220261 6.175392202688693, 1.314695 6.174566666666667)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5ba0,Maritime,Golfe,Golfe 6,Baguida,Adamavo,Marché D Adamavo,"{lundi,mardi,mercredi,jeudi,vendredi,samedi}",Oui,"MULTIPOLYGON (((1.3063970601455286 6.1701969762923605, 1.3055772250748225 6.170215844018216, 1.3050686236883664 6.17002339318297, 1.3051786941376737 6.169853583564422, 1.3055848161402916 6.1697328300248016, 1.3064198333419368 6.169732830024801, 1.3063970601455286 6.1701969762923605)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5b9f,Maritime,Golfe,Golfe 6,Baguida,Avepozo,Marché d'avepozo,{dimanche},Oui,"MULTIPOLYGON (((1.3436618738477264 6.171391199220053, 1.3440618097311199 6.171502532293542, 1.3439818225544413 6.171785636289331, 1.3435658892357127 6.1716297700631735, 1.3436618738477264 6.171391199220053)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5b9e,Maritime,Golfe,Golfe 6,Baguida,Gbetsogbé Kopé,Marché du Port de Pêche,"{samedi,vendredi,jeudi,mercredi,mardi,lundi}",Oui,"MULTIPOLYGON (((1.3111856708465204 6.154440926617141, 1.3103473583960858 6.154178602042376, 1.3099704744251301 6.1560036667422136, 1.3107331102251825 6.156083017239113, 1.3111856708465204 6.154440926617141)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5b9d,Maritime,Vo,Vo 2,Togoville,Keta-badougbe,Nouveau Marché de Keta-badougbe,{lundi},Non,"MULTIPOLYGON (((1.5138349531138602 6.241533101975993, 1.514756651570102 6.241686986984112, 1.5149007781626809 6.240618634960879, 1.5141125302551226 6.240512507157499, 1.5138349531138602 6.241533101975993)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5b9c,Maritime,Golfe,Golfe 6,Baguida,Baguida,Marché de Baguida,"{samedi,dimanche,vendredi,jeudi,mercredi,mardi,lundi}",Oui,"MULTIPOLYGON (((1.3324332300570496 6.1699864743522825, 1.3333157319078963 6.170048045567785, 1.3334628155497041 6.16899363751478, 1.3326732086305255 6.168870494831661, 1.3326732086305255 6.168870494831661, 1.3324332300570496 6.1699864743522825)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5b9b,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Apedogoe Agokpanu,Marché Adidogome Assiyeye,"{lundi,samedi}",Oui,"MULTIPOLYGON (((1.1476855225397156 6.198918810831742, 1.14778 6.196538333333333, 1.1474833333333334 6.196571666666667, 1.1471566666666668 6.196771666666666, 1.14687 6.197036666666666, 1.1467850000000002 6.1971099999999995, 1.1466433333333332 6.197243333333334, 1.1464016666666665 6.197468333333334, 1.146385 6.197491666666667, 1.146421666666667 6.198156666666667, 1.1464299999999998 6.198510000000001, 1.146299433209999 6.198689516138981, 1.146555 6.199074999999999, 1.1476855225397156 6.198918810831742)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5b9a,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Awatame,Marché d'awatame,"{lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche}",Oui,"MULTIPOLYGON (((1.1694583333333335 6.178636666666667, 1.1692733333333334 6.178666666666667, 1.169131666666667 6.178656666666666, 1.1687816666666668 6.178626666666665, 1.1684866666666667 6.178575, 1.1684750000000002 6.178516666666667, 1.16855 6.177908333333333, 1.1688733333333334 6.177888333333334, 1.1690283333333333 6.177963333333334, 1.1690416666666668 6.178315, 1.169425 6.1783399999999995, 1.1694602356231252 6.178340580279109, 1.1694583333333335 6.178636666666667)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5b99,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Sagbado Sakani,Marché de Sakani,"{mercredi,dimanche,mardi,lundi,vendredi,jeudi,samedi}",Non,"MULTIPOLYGON (((1.1286370448239658 6.189471301104611, 1.1283521139291866 6.188590866669089, 1.1289296765537389 6.1879094859685, 1.1298845800929989 6.1888358572680335, 1.1292685132934763 6.189310526230227, 1.1292685132934763 6.189310526230227, 1.1286370448239658 6.189471301104611)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5b98,Maritime,Vo,Vo 1,Vogan,Adjregogbonou,Marché Adjregogbonou,"{lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche}",Non,"MULTIPOLYGON (((1.526893158034331 6.332857536599822, 1.5264559086086735 6.332849934595053, 1.5266407516603366 6.332217700806539, 1.5268702120003317 6.332241773850739, 1.526893158034331 6.332857536599822)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5b97,Maritime,Vo,Vo 1,Vogan,Gbeke,Marché Gbeke Vogan,{vendredi},Oui,"MULTIPOLYGON (((1.5245483333333336 6.339001666666666, 1.5248 6.338996666666666, 1.5248033333333333 6.338641666666666, 1.5248133333333334 6.338475, 1.5251366666666666 6.337188333333334, 1.5251783333333335 6.33698, 1.5244149999999999 6.336821666666666, 1.5243 6.3373133333333325, 1.5242283333333333 6.3373133333333325, 1.524153333333333 6.337678333333334, 1.5234916666666667 6.337528333333334, 1.523755 6.336619999999999, 1.5226283333333333 6.336320000000001, 1.5224316666666666 6.3384366666666665, 1.5222350000000002 6.339168333333333, 1.5216250000000002 6.339038333333334, 1.5214116666666664 6.339758333333333, 1.5237216666666669 6.340446666666666, 1.5239200000000002 6.340306666666667, 1.5243133333333332 6.339853333333334, 1.5247683333333333 6.339905000000001, 1.5244616666666668 6.339004999999999, 1.5245483333333336 6.339001666666666)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5b96,Maritime,Vo,Vo 1,Vo-Koutimé,Soko Atetedome,Marché Novissi,{mercredi},Non,"MULTIPOLYGON (((1.583865 6.356894999999999, 1.5834849999999998 6.355878333333334, 1.5842200000000002 6.35547, 1.5845762984166105 6.3564746620672965, 1.583865 6.356894999999999)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5b95,Maritime,Vo,Vo 1,Vo-Koutimé,Koutime,Marché Vo-koutime,{mardi},Non,"MULTIPOLYGON (((1.5677155793159487 6.362055125754614, 1.567680689822626 6.3613917846326204, 1.5680705419871441 6.361373693499117, 1.5680963298735127 6.362020451126265, 1.5677155793159487 6.362055125754614)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5b94,Maritime,Vo,Vo 2,Togoville,Togoville,Nouveau Marché de Togoville,{mercredi},Oui,"MULTIPOLYGON (((1.4827101201526514 6.245017121314428, 1.4824215924233382 6.244355471393589, 1.4808313233064474 6.2450503877409265, 1.4811379304626608 6.24571685635379, 1.4827101201526514 6.245017121314428)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5b93,Maritime,Vo,Vo 2,Togoville,Keta-badougbe,Ancien Marché de Badougbe,{vendredi},Non,"MULTIPOLYGON (((1.51568 6.237836666666667, 1.51573 6.237525, 1.5160133333333334 6.237758333333333, 1.5159883333333335 6.237945, 1.51568 6.237836666666667)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5b92,Maritime,Vo,Vo 2,Togoville,Togoville,Ancien Marché de Togoville,"{lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche}",Non,"MULTIPOLYGON (((1.4782227456887558 6.233853012856096, 1.4780695961977308 6.2334408051131405, 1.478085489069441 6.23311477297553, 1.4781635086214728 6.233113336710157, 1.4782559762386949 6.2332770709372, 1.4784799212491557 6.233269889612526, 1.478513151799095 6.2334522952288305, 1.4786388499662568 6.233574377692501, 1.4786547428379673 6.23370938650159, 1.4782227456887558 6.233853012856096)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5b91,Maritime,Vo,Vo 2,Anyron-Kopé,Djankasse,Marché de Djankasse,{jeudi},Non,"MULTIPOLYGON (((1.5595205335883773 6.2469409581460615, 1.5594636637630312 6.2465121409998705, 1.5597646577166926 6.246508004498358, 1.5598145921974849 6.2469395793133575, 1.5595205335883773 6.2469409581460615)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5b90,Maritime,Vo,Vo 2,Anyron-Kopé,Keta-akoda,Marché de Keta-akoda,{samedi},Non,"MULTIPOLYGON (((1.5555516666666667 6.246998333333333, 1.55452 6.24696, 1.55452 6.24696, 1.55452 6.24696, 1.55452 6.24696, 1.55452 6.24696, 1.5544792962564675 6.247777612539115, 1.5551811500997523 6.247889242163151, 1.5555516666666667 6.246998333333333)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5b8f,Maritime,Lacs,Lacs 1,Aného,Aneho,Marché de Elavagnon,{mardi},Non,"MULTIPOLYGON (((1.5950273187730106 6.22836498969836, 1.59427527928831 6.227723582078119, 1.592980574948172 6.227655618310857, 1.5931814036742002 6.229320728076043, 1.5945273834337497 6.229741252410956, 1.5950273187730106 6.22836498969836)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5b8e,Maritime,Lacs,Lacs 1,Glidji,Glidji_centre,Marché de Agbanakin 2,{jeudi},Non,"MULTIPOLYGON (((1.600252999236384 6.247655166609673, 1.6003332745585104 6.247619626077635, 1.6006368367010042 6.2476008499465285, 1.6007265561786745 6.247718871330866, 1.6006375112835431 6.247747706096857, 1.6003204574902719 6.247794646410189, 1.600252999236384 6.247655166609673)))"
