FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,marche_nom,jour,organisme,geometry
_mview_marche_marches.fid--c72d8f_193db82c344_-598d,Kara,Assoli,Assoli 2,Alédjo,Djobode,Marché de Aledjo-kadara,{lundi},Oui,"MULTIPOLYGON (((1.2058428746363175 9.253091502537298, 1.2058833333333332 9.252846666666667, 1.2058833333333332 9.252846666666667, 1.2058833333333332 9.252846666666667, 1.2061366666666666 9.252841666666665, 1.2061366666666666 9.252841666666665, 1.2063716666666666 9.253201666666666, 1.20593 9.253171666666667, 1.2058428746363175 9.253091502537298)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-598c,Kara,Assoli,Assoli 2,Koumondè,Koumonde,Nouveau Marché de Koumonde,{mardi},Oui,"MULTIPOLYGON (((1.2381633333333333 9.299801666666667, 1.2368458953099488 9.299624902225098, 1.2369467312036806 9.298469471860296, 1.238212781869424 9.298463943476175, 1.2381633333333333 9.299801666666667)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-598b,Kara,Assoli,Assoli 3,Soudou,Kayali Bas,Marché de E Kayali Bas,{jeudi},Non,"MULTIPOLYGON (((1.282252366275756 9.428845250064068, 1.2822022643051394 9.428732765372883, 1.2822800087423027 9.428682204060351, 1.2823531461017088 9.428616303911552, 1.2824026721876056 9.428563470162473, 1.2824827201636484 9.428606078025267, 1.282444135887426 9.428719130862369, 1.2823260795198816 9.42882195778254, 1.282252366275756 9.428845250064068)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-598a,Kara,Assoli,Assoli 3,Soudou,Agbebou,Marché D Agbebou,{mardi},Oui,"MULTIPOLYGON (((1.3355216666666667 9.458106666666668, 1.3364533333333335 9.457975000000001, 1.3368366666666667 9.459651666666668, 1.33509 9.459768333333333, 1.3355216666666667 9.458106666666668)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5989,Kara,Assoli,Assoli 3,Soudou,Soudou,Marché de Soudou,{jeudi},Oui,"MULTIPOLYGON (((1.3524389309995668 9.35900561967517, 1.3525668010999399 9.358379825873447, 1.3527797927089948 9.35838804242452, 1.3536208512003345 9.358427559776548, 1.3537059583095772 9.35850165479949, 1.353515718888917 9.359188267927541, 1.3535006999872858 9.35927718175862, 1.3528849250204125 9.359217905873763, 1.3524389309995668 9.35900561967517)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5988,Kara,Bassar,Bassar 1,Baghan,Baghan,Marché de Baghan,{vendredi},Non,"MULTIPOLYGON (((0.6932343479639012 9.070072886433485, 0.69317850143718 9.069225681595066, 0.6925367174782774 9.0692875119087, 0.6925993305474386 9.070070694959485, 0.6932343479639012 9.070072886433485)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5987,Kara,Bassar,Bassar 1,Baghan,Tchapossi,Marché Tchapossi,{jeudi},Non,"MULTIPOLYGON (((0.6159174858762142 9.061981729520793, 0.6138331478619022 9.060855475864827, 0.6140494470898026 9.060059328909066, 0.6149146440014035 9.060039910668596, 0.6167433556554697 9.060836057667382, 0.6159174858762142 9.061981729520793)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5986,Kara,Kozah,Kozah 2,Bohou,Sabide,Marché Ayolomadè,{jeudi},Non,"MULTIPOLYGON (((1.1921316666666666 9.646211666666666, 1.1924033333333335 9.645848333333333, 1.1928033333333334 9.646151666666666, 1.1924283333333332 9.646295, 1.1921316666666666 9.646211666666666)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5985,Kara,Kozah,Kozah 2,Bohou,Koulide,Marché de Baroye,"{lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche}",Oui,"MULTIPOLYGON (((1.1565383333333334 9.61066, 1.1569800000000001 9.61075, 1.1571066666666667 9.610101666666667, 1.1568566666666666 9.610051666666667, 1.1565383333333334 9.61066)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5984,Kara,Kozah,Kozah 2,Bohou,Yade Bas,Marché de Yade,"{dimanche,jeudi}",Non,"MULTIPOLYGON (((1.1559016666666668 9.616883333333334, 1.1559233333333334 9.616866666666665, 1.1571099999999999 9.617108333333334, 1.1571166666666668 9.617123333333332, 1.1572066666666667 9.617556666666667, 1.1557766666666667 9.617716666666666, 1.1559016666666668 9.616883333333334)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5983,Kara,Kozah,Kozah 2,Bohou,Tchouyou,Marché de Tchila,{mercredi},Oui,"MULTIPOLYGON (((1.16437 9.615893333333334, 1.1646066666666668 9.615903333333334, 1.164565 9.616298333333333, 1.164255 9.616306666666667, 1.16437 9.615893333333334)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5982,Kara,Kozah,Kozah 2,Bohou,Tchamde,Marché de Tchaofei,"{lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche}",Oui,"MULTIPOLYGON (((1.1697099999999998 9.628068333333333, 1.169535 9.628371666666668, 1.1695383333333336 9.628368333333333, 1.16954 9.628366666666667, 1.16954 9.628365, 1.1698083333333333 9.628568333333334, 1.1699535219400563 9.628410945003015, 1.1697099999999998 9.628068333333333)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5981,Kara,Kozah,Kozah 2,Bohou,Walde,Marché Hodo,{lundi},Oui,"MULTIPOLYGON (((1.163805 9.597018333333333, 1.1644666666666665 9.597023333333334, 1.1644116666666666 9.597919999999998, 1.163985 9.597871666666666, 1.163805 9.597018333333333)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5980,Kara,Bassar,Bassar 1,Bassar,Kikpeou,Marché de Kikpeou,{jeudi},Non,"MULTIPOLYGON (((0.7899496674302308 9.352438378908134, 0.7907435561093458 9.352317865682, 0.7908179001996976 9.35275538089059, 0.7901222519256906 9.35288637336098, 0.7899496674302308 9.352438378908134)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-597f,Kara,Bassar,Bassar 1,Bassar,N'nababoune,Marché de N'nababoune,{lundi},Non,"MULTIPOLYGON (((0.8044010190180891 9.379590891643623, 0.8043653275934551 9.379330306168526, 0.8041083493360891 9.379178884789019, 0.8040137670608085 9.379189449073452, 0.8038727859335035 9.37903626691764, 0.8036390071021497 9.379418341823902, 0.8038924162170523 9.379761680666366, 0.8044010190180891 9.379590891643623)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-597e,Kara,Bassar,Bassar 1,Bassar,Bassar Ville,Marché de Kpandja,{samedi},Non,"MULTIPOLYGON (((0.7868252243754605 9.258370455855243, 0.7874701227925539 9.257154580813024, 0.7874701227925539 9.257154580813024, 0.7877512323589793 9.257179061560059, 0.7885614893445578 9.257733958035551, 0.7888922064815287 9.258027726403245, 0.7885284176308608 9.259357841217694, 0.7868252243754605 9.258370455855243)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-597d,Kara,Bassar,Bassar 1,Bassar,Natchandi,Marché de Natchandi,{mardi},Non,"MULTIPOLYGON (((0.8067078208920091 9.247365510633387, 0.8066837337530167 9.248071600596106, 0.8062598001067458 9.248040694331092, 0.8062911133874365 9.24731558502684, 0.8067078208920091 9.247365510633387)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-597c,Kara,Bassar,Bassar 1,Bassar,Bougabou,Marché de Bougabou,{mercredi},Non,"MULTIPOLYGON (((0.8568 9.202681666666667, 0.8570966666666667 9.202131666666666, 0.8567416666666666 9.20191, 0.8563033333333333 9.202366666666668, 0.8568 9.202681666666667)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-597b,Kara,Bassar,Bassar 1,Bassar,N'laboun,Marché de N'laboun,{jeudi},Non,"MULTIPOLYGON (((0.8326850165032945 9.272996847214918, 0.8328620345539789 9.273016813470125, 0.8328578198384864 9.273123300145373, 0.8326732152999152 9.273108325458619, 0.8326850165032945 9.272996847214918)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-597a,Kara,Bassar,Bassar 1,Bassar,Tchatchaminade,Marché de Tchatchaminade,{vendredi},Non,"MULTIPOLYGON (((0.9066605979085 9.298641031986637, 0.9068723536852693 9.29864490186088, 0.9070076420982054 9.29887322436559, 0.9070684238489448 9.29903769387413, 0.9066880477314145 9.299024149329291, 0.9066605979085 9.298641031986637)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5979,Kara,Bassar,Bassar 1,Kalanga,Kalanga,Marché de Kalanga,{vendredi},Non,"MULTIPOLYGON (((0.7010128520234565 9.264827421364956, 0.701558489788203 9.263555166090745, 0.7027657133427041 9.264807226872785, 0.7010128520234565 9.264827421364956)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5978,Kara,Bassar,Bassar 2,Dimori,Dimori,Marché de Dimori,{mardi},Non,"MULTIPOLYGON (((0.5947010820789621 9.202887107970906, 0.5947044840892616 9.204091076072885, 0.5954733333333333 9.203838333333334, 0.5954609434502758 9.202885485307908, 0.5947010820789621 9.202887107970906)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5977,Kara,Bassar,Bassar 3,Kabou,Koudoum,Marché de Koudoum,{dimanche},Non,"MULTIPOLYGON (((0.8749833139087898 9.522072858278415, 0.8752664322707695 9.522493972999513, 0.874347457915492 9.522981458414131, 0.8739970409264847 9.522452777017095, 0.8749833139087898 9.522072858278415)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5976,Savanes,Tône,Tône 3,Lotogou,Myre B,Marché de Myre Koukoaré,"{mercredi,samedi}",Oui,"MULTIPOLYGON (((0.0608231075039966 10.795251248180033, 0.0609479781350707 10.79492074537402, 0.0619365372977408 10.794859414916422, 0.0615966116909279 10.795360279953822, 0.0608231075039966 10.795251248180033)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5975,Kara,Bassar,Bassar 3,Kabou,Kabou,Marché Cantonal de Kouka,{mercredi},Non,"MULTIPOLYGON (((0.8130583333333333 9.456063333333333, 0.8128666666666666 9.454906666666666, 0.8127116666666667 9.454943333333334, 0.812645 9.454578333333334, 0.8127983333333333 9.454595000000001, 0.8127883333333333 9.454345, 0.814375 9.454756666666666, 0.8146266666666667 9.45567, 0.8130583333333333 9.456063333333333)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5974,Kara,Bassar,Bassar 3,Kabou,Mandawea,Marché de Mandawea,{lundi},Oui,"MULTIPOLYGON (((0.8712683333333333 9.640836666666667, 0.871285 9.640685, 0.8712583333333334 9.640611666666667, 0.8712783333333333 9.640536666666666, 0.871205 9.640528333333332, 0.8710566666666666 9.640521666666666, 0.8710033333333332 9.640516666666667, 0.8709183333333333 9.640508333333335, 0.8709016666666667 9.640491666666666, 0.8708766666666666 9.640455, 0.8708100000000001 9.640395000000002, 0.8707916666666667 9.640375, 0.8707483333333333 9.64034, 0.870725 9.64034, 0.870705 9.640358333333333, 0.8706783333333333 9.640361666666667, 0.8706716666666666 9.640426666666666, 0.8706466666666667 9.640468333333333, 0.8706366666666666 9.640521666666666, 0.8706366666666666 9.640561666666667, 0.8706366666666666 9.640588333333334, 0.8706383333333334 9.640651666666667, 0.8706383333333334 9.640726666666666, 0.8706316666666667 9.640761666666666, 0.8706316666666667 9.640796666666667, 0.8706433333333333 9.640833333333335, 0.870645 9.640856666666668, 0.87068 9.640875, 0.8707233333333334 9.640883333333333, 0.87078 9.640861666666666, 0.8708216666666666 9.640858333333334, 0.8710483333333333 9.640896666666666, 0.87112 9.640881666666667, 0.8711800000000001 9.640863333333334, 0.8712700000000001 9.640851666666666, 0.8712783333333333 9.640851666666666, 0.8712683333333333 9.640836666666667)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5973,Maritime,Golfe,Golfe 1,Bè-Est,Zorro Bar,Marché Tp3,"{dimanche,samedi,vendredi,jeudi,mercredi,mardi,lundi}",Non,"MULTIPOLYGON (((1.2871952301675078 6.158733384637085, 1.2871109562923526 6.159081424856781, 1.2852245180100386 6.15854647405457, 1.285295826673631 6.158282221049793, 1.2871952301675078 6.158733384637085)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5972,Kara,Bassar,Bassar 4,Sanda-Afohou,Afohou,Marché de Sanda Afohou,{samedi},Non,"MULTIPOLYGON (((0.9392716666666666 9.481816666666667, 0.9407666666666666 9.481623333333333, 0.9407783333333334 9.482716666666667, 0.9392883333333334 9.482748333333332, 0.9392716666666666 9.481816666666667)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5971,Kara,Bassar,Bassar 4,Sanda-Kagbanda,Akpadibia,Marché de Sanda Kagbanda,{mardi},Non,"MULTIPOLYGON (((0.9030416666666666 9.494491666666667, 0.900435 9.494670000000001, 0.9004316666666666 9.493725000000001, 0.9027916666666667 9.493226666666667, 0.9030416666666666 9.494491666666667)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5970,Kara,Bassar,Bassar 2,Bitchabe,Bitchabe,Marché de Bitchabe,{lundi},Non,"MULTIPOLYGON (((0.5839566666666667 9.32409, 0.5834966666666667 9.32431, 0.5833916666666668 9.324388333333333, 0.5832433333333333 9.324451666666667, 0.5832066666666668 9.323883333333333, 0.5839933333333334 9.323525, 0.5840516666666667 9.323593333333333, 0.583965 9.324078333333334, 0.5839566666666667 9.32409)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-596f,Kara,Bassar,Bassar 2,Bitchabe,Koulangbal,Marché de Koulangbal,{mercredi},Non,"MULTIPOLYGON (((0.5420883333333334 9.253108333333333, 0.5425760934560957 9.253358691656214, 0.542446532173487 9.253612561633819, 0.5420216473790492 9.25346212018773, 0.5420883333333334 9.253108333333333)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-596e,Kara,Bassar,Bassar 2,Bitchabe,Binadjoube,Marché de Binadjoube,{vendredi},Non,"MULTIPOLYGON (((0.5682883333333333 9.297401666666667, 0.5690616666666667 9.296871666666668, 0.568885 9.298106666666666, 0.5684208775922923 9.297968176572398, 0.5682883333333333 9.297401666666667)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-596d,Kara,Bassar,Bassar 2,Bangeli,Bikourkpambe,Marché de Bangeli,{jeudi},Non,"MULTIPOLYGON (((0.6223669922688225 9.423560258604303, 0.6256555331211573 9.424272390931034, 0.6262036232632132 9.422333805042488, 0.6243266757768909 9.4210268692349, 0.6243266757768909 9.4210268692349, 0.6230194077248052 9.420806381618274, 0.6216140853355371 9.42111740305681, 0.6223669922688225 9.423560258604303)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-596c,Kara,Bassar,Bassar 2,Bangeli,Biyakpabe,Marché de Biyakpabe,{jeudi},Non,"MULTIPOLYGON (((0.598074920990737 9.418135201989285, 0.5979966666666667 9.418299999999999, 0.5980983333333333 9.418501666666666, 0.5983213018687563 9.418561911126101, 0.5985933333333333 9.418556666666666, 0.598074920990737 9.418135201989285)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-596b,Kara,Bassar,Bassar 2,Bangeli,Tankpayabour,Marché Tankpayabour,{lundi},Non,"MULTIPOLYGON (((0.6977314896752197 9.43759935062224, 0.6978947174950659 9.437571859658814, 0.6981296063089911 9.437591496061485, 0.6981893238040566 9.438518332995129, 0.6972418062156805 9.438314114901791, 0.6972537497146937 9.437858551026777, 0.6977275085088818 9.437603277902548, 0.6977314896752197 9.43759935062224)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-596a,Kara,Bassar,Bassar 2,Bangeli,Taboun,Marché de Tanboune,{dimanche},Non,"MULTIPOLYGON (((0.6836033333333333 9.435066666666668, 0.6835079594219583 9.434725822007758, 0.6835079594219583 9.434725822007758, 0.6831747229269668 9.434786886176134, 0.6832098004527555 9.435306948905199, 0.6836033333333333 9.435066666666668)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5969,Kara,Bassar,Bassar 3,Manga,Manga Songo,Marché de Manga,{samedi},Non,"MULTIPOLYGON (((0.7068383333333333 9.561871666666667, 0.7067233333333333 9.561661666666668, 0.7067133333333333 9.561563333333334, 0.70684 9.561463333333334, 0.7069949999999999 9.561428333333334, 0.70734 9.561231666666666, 0.7075083333333333 9.561418333333334, 0.706837591252118 9.561871914246465, 0.7068383333333333 9.561871666666667)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5968,Maritime,Golfe,Golfe 1,Bè-Est,Ahligo,Marché d'ahligo,"{lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche}",Oui,"MULTIPOLYGON (((1.2531134246480289 6.141114628403722, 1.2535197946010777 6.141260446599389, 1.2536756206732995 6.1408655222270845, 1.2532509182411657 6.140725779686734, 1.2531134246480289 6.141114628403722)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5967,Kara,Binah,Binah 1,Solla,Kouyala,Marché de Kakpala,{mardi},Oui,"MULTIPOLYGON (((1.348232449929057 9.889977710176757, 1.349130581691236 9.890012635897483, 1.3490537677905237 9.889692483318564, 1.3489592276050306 9.88944218199417, 1.3487937822804188 9.889092924013642, 1.3486224281942139 9.888726202734647, 1.348350625160922 9.888673813947099, 1.348232449929057 9.889977710176757)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5966,Kara,Binah,Binah 1,Solla,Kouyoria,Marché de Kouyoria,{vendredi},Oui,"MULTIPOLYGON (((1.3336867548343292 9.947275987192759, 1.333697719709246 9.946563183685383, 1.3338731577079181 9.945429174900502, 1.3347613125761932 9.945461575206116, 1.3346626287019407 9.947243587067069, 1.3336867548343292 9.947275987192759)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5965,Kara,Binah,Binah 1,Pessaré,Confess-kwan,Marché de Kondjare,{dimanche},Oui,"MULTIPOLYGON (((1.2454044786491687 9.796014937716778, 1.244596713643583 9.79610132395425, 1.2446217606205003 9.796872628649124, 1.245448310858774 9.796798583476212, 1.2454044786491687 9.796014937716778)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5964,Kara,Binah,Binah 1,Pitikita,Yokoun,Marché de Pitikita,{jeudi},Oui,"MULTIPOLYGON (((1.2809676054802768 9.761637982774838, 1.2808438653108392 9.761847484175311, 1.2809073218079867 9.76207261986174, 1.2810374076271394 9.7622102027063, 1.2812404684180114 9.76221645647061, 1.2814022824857376 9.762091381162072, 1.2814371835591685 9.761913148766242, 1.2814086281354522 9.761700520520122, 1.2811928760451508 9.761603587009924, 1.2809676054802768 9.761637982774838)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5963,Kara,Binah,Binah 1,Lama-Dessi,Farende,Marché de Farende,{samedi},Oui,"MULTIPOLYGON (((1.242756758668022 9.730464153370152, 1.2428886850669378 9.731207172383785, 1.2430818630082072 9.731216460110998, 1.2433551391202469 9.73118859692858, 1.2436613968320156 9.73112822669204, 1.2436896667746409 9.731105007367388, 1.2436237035751831 9.730668483763614, 1.2435577403757254 9.730292329988009, 1.242756758668022 9.730464153370152)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5962,Kara,Binah,Binah 1,Pagouda,Assima,Marché Assima,{samedi},Non,"MULTIPOLYGON (((1.3336307879117497 9.709500782724941, 1.334074798478832 9.709446457921768, 1.3341045230356243 9.709890822345088, 1.3337484476157189 9.709957965269858, 1.3336307879117497 9.709500782724941)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5961,Kara,Binah,Binah 1,Pagouda,Kadjanga,Marché de Kadjanga,{vendredi},Non,"MULTIPOLYGON (((1.3359936514275736 9.718066750425722, 1.336179483253992 9.717509158680377, 1.3366435494724513 9.717774293165188, 1.3366271223496742 9.718091037522365, 1.3359936514275736 9.718066750425722)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5960,Kara,Binah,Binah 1,Pagouda,Tchalouda,Marché de Hezou,{vendredi},Non,"MULTIPOLYGON (((1.3504397194492612 9.688022511381048, 1.3509938343482908 9.688195170948687, 1.350771307092617 9.688684915528302, 1.3502590537565358 9.688519857568012, 1.3504397194492612 9.688022511381048)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-595f,Kara,Binah,Binah 1,Pagouda,Kode,Marché de Kode,{mardi},Oui,"MULTIPOLYGON (((1.329685185470443 9.751280370601076, 1.3307304003096363 9.751807989478756, 1.3312147681619453 9.750811375342161, 1.330067581143319 9.750325629557098, 1.329685185470443 9.751280370601076)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-595e,Kara,Binah,Binah 1,Pagouda,Alinde,Marché de Kondi,{mardi},Oui,"MULTIPOLYGON (((1.3291566666666665 9.752843333333335, 1.3289 9.753208333333333, 1.3295583333333334 9.753781666666667, 1.3297958964089487 9.753629877513085, 1.329784169460798 9.753505057148896, 1.3291566666666665 9.752843333333335)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-595d,Kara,Binah,Binah 1,Pagouda,Piro,Marché de Piyenale,{samedi},Oui,"MULTIPOLYGON (((1.313767579519813 9.746403999106576, 1.3136389957766834 9.745857258490261, 1.3131283346253986 9.74616140569867, 1.313506738212322 9.746498139784515, 1.313767579519813 9.746403999106576)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-595c,Kara,Binah,Binah 1,Pagouda,Pama,Marché de Pama,{vendredi},Non,"MULTIPOLYGON (((1.3201100413219633 9.80559271184052, 1.3200821280987938 9.805835676530599, 1.320198433195334 9.806041967165413, 1.3204077823691065 9.806096977979685, 1.3205985227274326 9.80603738293048, 1.3207101756201114 9.805890687379105, 1.3207101756201112 9.805702733609033, 1.3206310881544634 9.805533116700667, 1.3204310433884139 9.805464353064444, 1.3202309986223648 9.805491858520643, 1.3201100413219633 9.80559271184052)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-595b,Kara,Binah,Binah 2,Sirka,Amonde,Marché Amonde,{samedi},Non,"MULTIPOLYGON (((1.3280171243384185 9.552606553582056, 1.3278876679833618 9.553002975181695, 1.327149539643125 9.552469933601788, 1.3273448597577724 9.552013040154787, 1.3280171243384185 9.552606553582056)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-595a,Kara,Kéran,Kéran 2,Ataloté,Tchaste,Marché de Wanata,{dimanche},Oui,"MULTIPOLYGON (((0.9409233333333333 9.884158333333334, 0.941295 9.883961666666666, 0.94126 9.884089999999999, 0.9411783333333333 9.884198333333334, 0.9408633333333333 9.884416666666668, 0.9408650000000001 9.884361666666667, 0.9408607319577706 9.884226834049946, 0.9409233333333333 9.884158333333334)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5959,Kara,Binah,Binah 2,Sirka,Lorou,Marché de Boy,{mardi},Non,"MULTIPOLYGON (((1.3334429813980593 9.543711600863858, 1.332631810908642 9.543381107655147, 1.3326554224440141 9.544599424214798, 1.3334429813980593 9.543711600863858)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5958,Kara,Binah,Binah 2,Sirka,Kiekou,Marché de Kiekou,{vendredi},Non,"MULTIPOLYGON (((1.352363717670375 9.510315659090649, 1.3522203475181305 9.5100663490831, 1.3527145972535017 9.509519354847681, 1.3529900188617618 9.509779828402218, 1.352714597253502 9.510304495959863, 1.352363717670375 9.510315659090649)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5957,Kara,Binah,Binah 2,Kétao,Kétao,Marché de Ketao,{mercredi},Oui,"MULTIPOLYGON (((1.3070754847690924 9.65782097855359, 1.3084289104481692 9.657811684456712, 1.3083888238122252 9.656931876731592, 1.3083508469992244 9.656000068407309, 1.308336078238613 9.655783755391846, 1.307852928784331 9.655819114259643, 1.307528016050883 9.655933510571193, 1.307122930045546 9.656066626230269, 1.3071060514619903 9.65614982349047, 1.3070912827013794 9.656309978158482, 1.3070828434096016 9.656794601560055, 1.3070754847690924 9.65782097855359)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5956,Kara,Binah,Binah 2,Kémérida,Komouda,Marché de Komouda,{dimanche},Non,"MULTIPOLYGON (((1.3550275193963015 9.668028852486138, 1.3550917427204863 9.66957293831729, 1.3536502858887896 9.670111080460252, 1.3531721789198607 9.668257476120116, 1.3550275193963015 9.668028852486138)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5955,Kara,Binah,Binah 2,Kémérida,Kemerida,Marché de Kemerida,{dimanche},Non,"MULTIPOLYGON (((1.3446995467252374 9.662668255876897, 1.344857982908881 9.661919852026278, 1.3455445397046697 9.66226151486021, 1.345349795228941 9.6630945199348, 1.3449272987392251 9.662912300250932, 1.3449272987392251 9.662912300250932, 1.3446995467252374 9.662668255876897)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5954,Kara,Kéran,Kéran 3,Nadoba,Nadoba,Marché de Nadoba,{mercredi},Non,"MULTIPOLYGON (((1.0802388813317387 10.136312492761522, 1.078943957113319 10.13648927770428, 1.0792086131579597 10.137838422739543, 1.0809005214433403 10.1381919908439, 1.0802388813317387 10.136312492761522)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5953,Kara,Dankpen,Dankpen 1,Naompoch,Touguel,Marché de Touguel,{mercredi},Non,"MULTIPOLYGON (((0.6929416666666667 9.839768333333334, 0.6926733333333334 9.840225, 0.692325 9.840174999999999, 0.6924216666666666 9.839683333333333, 0.6926504147601975 9.839728263840803, 0.6929416666666667 9.839768333333334)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5952,Kara,Dankpen,Dankpen 1,Naompoch,Nampoch,Marché de Nampoch,{vendredi},Non,"MULTIPOLYGON (((0.6244816666666666 9.771091666666667, 0.6243016666666666 9.77115, 0.6242316666666666 9.77098, 0.6244001134584174 9.770843481938297, 0.6244816666666666 9.771091666666667)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5951,Kara,Dankpen,Dankpen 1,Katchamba,Katchamba,Marché de Katchamba,{mardi},Non,"MULTIPOLYGON (((0.5287310241626465 9.886333910266945, 0.5287381654925192 9.886851003183706, 0.5291987812693129 9.886822862093519, 0.5291952106043764 9.88632687498356, 0.5287310241626465 9.886333910266945)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-5950,Kara,Dankpen,Dankpen 1,Katchamba,Tchabokou,Marché de Tchaboukou,{samedi},Non,"MULTIPOLYGON (((0.45595 9.931375000000001, 0.4555316666666667 9.931555, 0.45539 9.931328333333333, 0.4558583333333334 9.931226666666667, 0.45595 9.931375000000001)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-594f,Kara,Kéran,Kéran 2,Ataloté,Tapouta,Marché de Tokgnomr,{samedi},Non,"MULTIPOLYGON (((0.9743216666666666 9.93067, 0.9742383333333334 9.930106666666667, 0.9745966666666667 9.930010000000001, 0.9747566666666666 9.930528333333333, 0.9743216666666666 9.93067)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-594e,Kara,Dankpen,Dankpen 1,Guérin-Kouka,Guerin Kouka,Marché de Guerin Kouka,{dimanche},Oui,"MULTIPOLYGON (((0.6056733333333334 9.702323333333334, 0.602662074015954 9.702150327788594, 0.602662074015954 9.702150327788594, 0.602662074015954 9.702150327788594, 0.6028768606388235 9.699955004903119, 0.6028768606388235 9.699955004903119, 0.6061433333333334 9.700121666666666, 0.6056733333333334 9.702323333333334)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-594d,Kara,Dankpen,Dankpen 3,Nawaré,Naware,Marché de Naware,{vendredi},Non,"MULTIPOLYGON (((0.6325171347271895 9.614814028322154, 0.6322082124066133 9.613857529938992, 0.6317123107867411 9.614757920949778, 0.6325171347271895 9.614814028322154)))"
_mview_marche_marches.fid--c72d8f_193db82c344_-594c,Kara,Dankpen,Dankpen 3,Bapuré,Kpatchile,Marché de Kpatchile,{jeudi},Non,"MULTIPOLYGON (((0.5804931356845381 9.536666353107103, 0.5800228060493895 9.53543588071961, 0.5806149827402763 9.535125858656242, 0.581431358013721 9.535082599741278, 0.5822915982272314 9.536168877500636, 0.5814216102492619 9.536589448712942, 0.5804931356845381 9.536666353107103)))"
