FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,cooperative_type,cooperative_nom,geometry
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a79,Savanes,Oti,Oti 2,Nagbéni,N/a,"{Cooperative production,tontine}",Lampouguini,"MULTIPOLYGON (((0.4447716666666667 10.608616666666668, 0.4438933333333334 10.608624999999998, 0.443895 10.608623333333332, 0.4438716666666667 10.609015, 0.444725 10.609051666666668, 0.4447716666666667 10.608616666666668)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a7a,Savanes,Oti,Oti 2,Nagbéni,N/a,"{Cooperative production,tontine}",Lampouguini,"MULTIPOLYGON (((0.4447916666666666 10.608605, 0.4447833333333334 10.608273333333333, 0.44421 10.608195, 0.44421 10.608190000000002, 0.44421 10.608188333333333, 0.4440133333333333 10.608429999999998, 0.444015 10.608515, 0.44398 10.608596666666665, 0.44477 10.608605, 0.4447916666666666 10.608605)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a7b,Savanes,Oti,Oti 2,Nagbéni,N/a,"{Cooperative production,tontine}",Lampouguini,"MULTIPOLYGON (((0.4451866666666667 10.608461666666669, 0.4448133333333333 10.608361666666667, 0.444805 10.608278333333333, 0.4447883333333333 10.608241666666666, 0.4446016666666667 10.60818, 0.4446 10.608181666666667, 0.4446733333333333 10.607896666666667, 0.4454716666666666 10.607926666666666, 0.4456316666666666 10.607944999999999, 0.4451866666666667 10.608461666666669)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a7c,Savanes,Oti,Oti 2,Nagbéni,N/a,"{Cooperative production,tontine}",Lampouguini,"MULTIPOLYGON (((0.44578 10.609063333333332, 0.4457583333333333 10.608455, 0.445295 10.608418333333335, 0.4454033333333333 10.609055000000001, 0.44578 10.609063333333332)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a7d,Savanes,Oti,Oti 2,Nagbéni,N/a,"{Cooperative production,tontine}",Basse Djambedja,"MULTIPOLYGON (((0.44572 10.608061666666666, 0.4457483333333334 10.608021666666666, 0.4459866666666666 10.607944999999999, 0.4462683333333333 10.608011666666668, 0.4462716666666667 10.608011666666668, 0.4462683333333333 10.608008333333332, 0.4462683333333333 10.608006666666665, 0.4460833333333333 10.609029999999999, 0.44582 10.609010000000001, 0.44572 10.608061666666666)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a7e,Savanes,Oti,Oti 2,Nagbéni,N/a,"{Cooperative production,tontine}",Lampouguini,"MULTIPOLYGON (((0.4461183333333333 10.60898, 0.4462566666666667 10.608135, 0.4468083333333333 10.608268333333335, 0.4468083333333333 10.608270000000001, 0.4465933333333333 10.609088333333334, 0.4461183333333333 10.60898)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a7f,Savanes,Oti,Oti 2,Nagbéni,N/a,"{Cooperative production,tontine}",Lampouguini,"MULTIPOLYGON (((0.446765 10.608568333333334, 0.4468316666666666 10.608271666666667, 0.4470516666666667 10.608139999999999, 0.447315 10.608160000000002, 0.4474533333333334 10.608215, 0.4474133333333333 10.60844666666667, 0.4473033333333333 10.608645000000001, 0.446765 10.608568333333334)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a80,Savanes,Oti,Oti 2,Nagbéni,N/a,"{Cooperative production,tontine}",Lampouguini,"MULTIPOLYGON (((0.4448183333333333 10.609943333333336, 0.4447966666666667 10.608365, 0.4452416666666667 10.608556666666667, 0.445375 10.609063333333332, 0.44556 10.609086666666666, 0.44552 10.609706666666666, 0.4455283333333334 10.60977, 0.4454650000000001 10.610088333333332, 0.4448183333333333 10.609943333333336)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a81,Savanes,Oti,Oti 2,Nagbéni,N/a,"{Cooperative production,tontine}",Lampouguini,"MULTIPOLYGON (((0.4454866666666666 10.610091666666666, 0.44558 10.609093333333332, 0.44558 10.609093333333332, 0.4455666666666667 10.609074999999999, 0.446 10.609088333333334, 0.4459733333333334 10.609585000000001, 0.446005 10.609616666666666, 0.4459916666666667 10.610208333333333, 0.4454866666666666 10.610091666666666)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a82,Savanes,Oti,Oti 2,Nagbéni,N/a,Cooperative production,Lampouguini,"MULTIPOLYGON (((0.4478816666666667 10.611841666666665, 0.4477633333333334 10.612240000000002, 0.4470616666666666 10.611981666666669, 0.44711 10.611695000000001, 0.4478816666666667 10.611841666666665)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a83,Savanes,Oti,Oti 2,Nagbéni,N/a,Cooperative production,Lampouguini,"MULTIPOLYGON (((0.4469116666666666 10.61111, 0.4472416666666666 10.611191666666665, 0.447285 10.611135, 0.44739 10.610458333333334, 0.44706 10.610380000000001, 0.4469116666666666 10.61111)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a84,Savanes,Oti,Oti 2,Nagbéni,N/a,Cooperative production,Lampouguini,"MULTIPOLYGON (((0.4452833333333333 10.610723333333333, 0.445075 10.611483333333334, 0.44497 10.611449999999998, 0.444935 10.611358333333332, 0.4446916666666666 10.611355, 0.4447483333333333 10.610591666666668, 0.4452833333333333 10.610723333333333)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a85,Savanes,Oti,Oti 2,Nagbéni,N/a,Cooperative production,Lampouguini,"MULTIPOLYGON (((0.4438266666666666 10.610468333333332, 0.4440133333333333 10.61049, 0.4443416666666666 10.60977, 0.443595 10.609703333333334, 0.4437 10.610465, 0.4438266666666666 10.610468333333332)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a86,Savanes,Oti,Oti 2,Nagbéni,N/a,Cooperative production,Lampouguini,"MULTIPOLYGON (((0.4428612082669505 10.609164830801179, 0.4428083333333334 10.608786666666667, 0.4436133333333334 10.608654999999999, 0.443645 10.608885000000003, 0.4438633333333333 10.608873333333333, 0.4439046396915645 10.609137901917356, 0.4428603464278192 10.609166779480276, 0.4428612082669505 10.609164830801179)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a87,Savanes,Oti,Oti 2,Nagbéni,N/a,Cooperative production,Lampouguini,"MULTIPOLYGON (((0.4437633333333333 10.609630000000001, 0.443905 10.609141666666668, 0.44286 10.609171666666668, 0.44305 10.609686666666668, 0.4437633333333333 10.609630000000001)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a88,Savanes,Oti,Oti 2,Nagbéni,N/a,Cooperative production,Lampouguini,"MULTIPOLYGON (((0.4437166666666667 10.610445, 0.4436866666666667 10.610103333333333, 0.4432316666666667 10.6101, 0.4432183333333333 10.610078333333336, 0.4428733333333333 10.610036666666668, 0.4424483333333333 10.609826666666667, 0.44261 10.610443333333334, 0.4427533333333333 10.610456666666668, 0.4427716666666666 10.610406666666666, 0.4430759373875316 10.610407184269953, 0.4435574270088054 10.61044077656911, 0.4435712284960566 10.61045483846178, 0.4437166666666667 10.610445)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a89,Savanes,Oti,Oti 2,Nagbéni,N/a,Cooperative production,Lampouguini,"MULTIPOLYGON (((0.4431016666666666 10.610978333333332, 0.4426516666666667 10.61099, 0.4426 10.611233333333333, 0.4427683333333333 10.611584999999998, 0.4431399293015772 10.611592982145988, 0.4431073756715603 10.611171061568704, 0.4431016666666666 10.610978333333332)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a8a,Savanes,Oti,Oti 2,Nagbéni,N/a,Cooperative production,Lampouguini,"MULTIPOLYGON (((0.4431167684590474 10.611158767781644, 0.4430766666666666 10.610411666666668, 0.4435533333333333 10.610446666666666, 0.443495358851749 10.611168265075626, 0.4431167684590474 10.611158767781644)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a8b,Savanes,Oti,Oti 2,Nagbéni,N/a,Cooperative production,Lampouguini,"MULTIPOLYGON (((0.4438423401524548 10.610456631164174, 0.443575 10.610461666666668, 0.4435132583899648 10.611173161783256, 0.4437955634422814 10.610952149015608, 0.44387235906954 10.610697245219965, 0.4438423401524548 10.610456631164174)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a8c,Savanes,Oti,Oti 2,Nagbéni,N/a,Cooperative production,Lampouguini,"MULTIPOLYGON (((0.4438054338404682 10.61095531103842, 0.4438783333333333 10.610698333333335, 0.4438483333333333 10.610455000000002, 0.4440733333333334 10.610479999999999, 0.44473 10.610539999999999, 0.4446992010142698 10.611005436073622, 0.4441111838612208 10.61094744621632, 0.4438054338404682 10.61095531103842)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a8d,Savanes,Oti,Oti 2,Nagbéni,N/a,Cooperative production,Lampouguini,"MULTIPOLYGON (((0.4441139644582203 10.610958615153168, 0.4447033333333333 10.611015000000002, 0.4446766666666667 10.611355, 0.4445066666666667 10.611368333333333, 0.4444016666666667 10.61143, 0.444077511361756 10.611603279263644, 0.4441139644582203 10.610958615153168)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a8e,Savanes,Oti,Oti 2,Nagbéni,N/a,Cooperative production,Lampouguini,"MULTIPOLYGON (((0.4436066666666666 10.611848333333334, 0.44409 10.611846666666668, 0.4440583333333333 10.611691666666665, 0.444105 10.61096, 0.4438083333333333 10.610961666666666, 0.443781056630419 10.611174036250738, 0.4436792492181329 10.61142452090285, 0.4436066666666666 10.611848333333334)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a8f,Savanes,Oti,Oti 2,Nagbéni,N/a,Cooperative production,Lampouguini,"MULTIPOLYGON (((0.4433483333333333 10.61223, 0.4433033333333333 10.611946666666665, 0.44317 10.611906666666668, 0.443115 10.611176666666665, 0.4435133333333334 10.611181666666669, 0.4437983333333334 10.610958333333334, 0.4437733333333334 10.611178333333331, 0.4436716666666667 10.611419999999999, 0.4435983333333333 10.611856666666664, 0.4440883333333333 10.611848333333334, 0.4441133333333333 10.611986666666667, 0.4442033333333333 10.612086666666668, 0.4439583333333333 10.612191666666668, 0.443905 10.612263333333333, 0.443735 10.612324999999998, 0.4435783333333333 10.612311666666669, 0.4433483333333333 10.61223)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a90,Savanes,Oti,Oti 2,Nagbéni,N/a,Cooperative production,Lampouguini,"MULTIPOLYGON (((0.4427583333333333 10.611598333333331, 0.4431283333333334 10.612305, 0.4432766666666666 10.612248333333332, 0.4433421969261789 10.612224907753859, 0.4432912309322279 10.611954395939808, 0.4431622913235997 10.611913448901934, 0.4431370261300172 10.611608524151796, 0.4427583333333333 10.611598333333331)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a91,Savanes,Oti,Oti 2,Nagbéni,N/a,Cooperative production,Lampouguini,"MULTIPOLYGON (((0.4425616666666666 10.612445, 0.442565 10.612163333333335, 0.4418633333333333 10.612204999999998, 0.4417983333333334 10.612621666666666, 0.4421157144381991 10.612575946821782, 0.4420331796103685 10.612462334064958, 0.4425604854548426 10.612446030889089, 0.4425616666666666 10.612445)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a92,Savanes,Oti,Oti 2,Nagbéni,N/a,Cooperative production,Lampouguini,"MULTIPOLYGON (((0.4416434202803539 10.61301752879535, 0.4410931349554048 10.612960857620093, 0.4410873857057412 10.612436854579324, 0.4417904368074673 10.612583871106434, 0.4416434202803539 10.61301752879535)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a93,Savanes,Oti,Oti 2,Nagbéni,N/a,Cooperative production,Lampouguini,"MULTIPOLYGON (((0.4417916666666667 10.613083333333334, 0.4417316666666667 10.613861666666667, 0.4419669982964146 10.613883113982567, 0.441932823338276 10.613137273687375, 0.4417916666666667 10.613083333333334)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a94,Savanes,Oti,Oti 2,Nagbéni,N/a,Cooperative production,Lampouguini,"MULTIPOLYGON (((0.4421187089558187 10.612588401177241, 0.4421 10.61312, 0.4424887649803682 10.61310899067478, 0.442465 10.613888333333334, 0.441975 10.613883333333336, 0.44194 10.613131666666668, 0.4416566666666667 10.613023333333334, 0.4417932081258383 10.612639011627023, 0.4421187089558187 10.612588401177241)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a95,Savanes,Oti,Oti 2,Nagbéni,N/a,Cooperative production,Lampouguini,"MULTIPOLYGON (((0.4430966666666666 10.612366666666667, 0.4429 10.612558333333334, 0.4427083333333333 10.612618333333334, 0.4425933333333333 10.612618333333334, 0.44283 10.612876666666667, 0.442825 10.613061666666665, 0.4425066666666667 10.613096666666669, 0.4425566666666666 10.613523333333335, 0.4428333333333334 10.613458333333332, 0.442915 10.613333333333333, 0.4429966666666666 10.6133, 0.4429533333333334 10.613033333333332, 0.4429843388809126 10.612965980409113, 0.4430966666666666 10.612366666666667)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a96,Savanes,Oti,Oti 2,Nagbéni,N/a,Cooperative production,Lampouguini,"MULTIPOLYGON (((0.4441216666666667 10.612226666666666, 0.4443216666666667 10.612051666666666, 0.4441533333333333 10.611846666666668, 0.4441533333333333 10.61167, 0.4444633333333333 10.611533333333334, 0.4446383333333334 10.611561666666667, 0.4447416666666666 10.611731666666666, 0.444895 10.611816666666668, 0.4451866666666667 10.611735, 0.445385 10.611736666666665, 0.4454483333333333 10.611836666666667, 0.4454066666666667 10.612075, 0.4441342578219567 10.61229807079189, 0.4441216666666667 10.612226666666666)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a97,Savanes,Oti,Oti 2,Nagbéni,N/a,Cooperative production,Lampouguini,"MULTIPOLYGON (((0.4453491722253413 10.612351132633787, 0.4454 10.612455, 0.445495 10.61247, 0.4456216666666667 10.612686666666665, 0.4457416666666666 10.612961666666669, 0.4450166666666667 10.613001666666666, 0.445005 10.61247, 0.4451343123754827 10.612381433490153, 0.4453495539301573 10.612352693850752, 0.4453491722253413 10.612351132633787)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a98,Savanes,Oti,Oti 2,Nagbéni,N/a,Cooperative production,Lampouguini,"MULTIPOLYGON (((0.4442183333333333 10.612646666666668, 0.444915 10.612538333333335, 0.4450083333333333 10.61245, 0.4451533333333334 10.612365, 0.44535 10.612348333333333, 0.4453983333333333 10.612085000000002, 0.44414 10.612305, 0.4442183333333333 10.612646666666668)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a99,Savanes,Oti,Oti 2,Nagbéni,N/a,Cooperative production,Lampouguini,"MULTIPOLYGON (((0.443545 10.612354999999999, 0.4438983333333333 10.612346666666667, 0.4441083333333333 10.612236666666668, 0.4442433333333333 10.612786666666667, 0.44371090980778 10.61286969337155, 0.443545 10.612354999999999)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a9a,Savanes,Oti,Oti 2,Nagbéni,N/a,Cooperative production,Coop Lampouguini,"MULTIPOLYGON (((0.443705 10.612873333333335, 0.4429933333333333 10.612974999999999, 0.4431266666666666 10.612335, 0.4433033333333333 10.612258333333333, 0.4435366666666667 10.612348333333333, 0.443705 10.612873333333335)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a9b,Savanes,Oti,Oti 2,Nagbéni,N/a,"{Cooperative production,tontine}",Lampouguini,"MULTIPOLYGON (((0.4405616666666667 10.609336666666666, 0.4401066666666667 10.609318333333333, 0.4400182136779377 10.608171712250781, 0.4403413619300942 10.608211810939006, 0.4405616666666667 10.609336666666666)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a9c,Savanes,Oti,Oti 2,Nagbéni,N/a,"{Cooperative production,tontine}",Lampouguini,"MULTIPOLYGON (((0.4395368105045319 10.609270255777991, 0.4395266360762181 10.608144527959555, 0.4397671886313527 10.608141620980035, 0.4397940781918963 10.609204848738834, 0.4395368105045319 10.609270255777991)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a9d,Savanes,Oti,Oti 2,Nagbéni,N/a,"{Cooperative production,tontine}",Lampouguini,"MULTIPOLYGON (((0.4393166666666667 10.609304999999999, 0.4392551427541355 10.608103393028484, 0.4395227717736458 10.60813876927819, 0.4395258479692724 10.609270809268763, 0.4393166666666667 10.609304999999999)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a9e,Savanes,Oti,Oti 2,Nagbéni,N/a,"{Cooperative production,tontine}",Lampouguini,"MULTIPOLYGON (((0.440385 10.609338333333335, 0.4403466666666667 10.609589999999999, 0.4401 10.609580000000001, 0.4400983402784847 10.609322632228837, 0.440385 10.609338333333335)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6a9f,Savanes,Oti,Oti 2,Nagbéni,N/a,Cooperative production,Lampouguini,"MULTIPOLYGON (((0.4482616666666667 10.612391666666667, 0.449245 10.612546666666667, 0.449275 10.613126666666668, 0.4482916666666667 10.612978333333334, 0.4482533333333333 10.612883333333333, 0.4480316666666667 10.612806666666666, 0.4480133333333333 10.612753333333334, 0.4482616666666667 10.612391666666667)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6aa0,Savanes,Oti,Oti 2,Nagbéni,N/a,"{Cooperative production,tontine}",Lampouguini,"MULTIPOLYGON (((0.4401033333333333 10.609580000000001, 0.4401116666666667 10.609900000000001, 0.4400616666666667 10.609916666666667, 0.4400566666666667 10.610145, 0.440363916317517 10.610133466548552, 0.4403226913265033 10.609610226277994, 0.4401033333333333 10.609580000000001)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6aa1,Savanes,Oti,Oti 2,Nagbéni,N/a,"{Cooperative production,tontine}",Lampouguini,"MULTIPOLYGON (((0.4400566666666667 10.610145, 0.4400583333333333 10.610306666666668, 0.4403116666666667 10.610260000000002, 0.440309387095018 10.610137195968251, 0.4400566666666667 10.610145)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6aa2,Savanes,Oti,Oti 2,Nagbéni,N/a,"{Cooperative production,tontine}",Lampouguini,"MULTIPOLYGON (((0.4403116666666667 10.610260000000002, 0.4403633333333333 10.610885, 0.4400796186039676 10.610913390321024, 0.4400550659549161 10.610329388025727, 0.4403116666666667 10.610260000000002)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6aa3,Savanes,Oti,Oti 2,Nagbéni,N/a,"{Cooperative production,tontine}",Lampouguini,"MULTIPOLYGON (((0.4403633333333333 10.610885, 0.4403633333333333 10.610885, 0.4410033333333334 10.610904999999999, 0.440975 10.610498333333332, 0.440344839292871 10.610514396544005, 0.4403633333333333 10.610885)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6aa4,Savanes,Oti,Oti 2,Nagbéni,N/a,"{Cooperative production,tontine}",Lampouguini,"MULTIPOLYGON (((0.4419983333333333 10.61134, 0.4423183333333334 10.611565, 0.4423916666666667 10.611646666666665, 0.44274 10.611591666666667, 0.4426016666666667 10.611151666666668, 0.4420616666666667 10.61110333333333, 0.4419983333333333 10.61134)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6aa5,Savanes,Oti,Oti 2,Nagbéni,N/a,"{Cooperative production,tontine}",Lampouguini,"MULTIPOLYGON (((0.44202 10.611266666666666, 0.4415316666666667 10.611205, 0.4415033333333334 10.611013333333336, 0.441505 10.610966666666664, 0.4414333333333333 10.610396666666668, 0.4419433333333334 10.610395000000002, 0.44202 10.611266666666666)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6aa6,Savanes,Oti,Oti 2,Nagbéni,N/a,"{Cooperative production,tontine}",Lampouguini,"MULTIPOLYGON (((0.4409083333333334 10.609296666666667, 0.4412618698589948 10.610402982521451, 0.441959113191603 10.610373863310345, 0.4418588136866802 10.609896631794987, 0.4418167526039708 10.609875601253634, 0.4417714560533606 10.609406458408028, 0.4409083333333334 10.609296666666667)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6aa7,Savanes,Oti,Oti 2,Nagbéni,N/a,"{Cooperative production,tontine}",Lampouguini,"MULTIPOLYGON (((0.44161 10.608371666666669, 0.4408033333333333 10.608276666666665, 0.4409083333333334 10.609296666666667, 0.4417836416621866 10.609394738688172, 0.4417173495773818 10.608811368341891, 0.44161 10.608371666666669)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6aa8,Savanes,Oti,Oti 2,Nagbéni,N/a,"{Cooperative production,tontine}",Lampouguini,"MULTIPOLYGON (((0.4420133333333334 10.610586666666666, 0.4422366666666667 10.610548333333334, 0.442185 10.609888333333334, 0.44188 10.609868333333335, 0.4420133333333334 10.610586666666666)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6aa9,Savanes,Oti,Oti 2,Nagbéni,N/a,"{Cooperative production,tontine}",Lampouguini,"MULTIPOLYGON (((0.4421875609727367 10.609875122876451, 0.4421376163917888 10.609419745814867, 0.4417958387692234 10.609428559564446, 0.4418448040446626 10.609859453988308, 0.4421875609727367 10.609875122876451)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6aaa,Savanes,Oti,Oti 2,Nagbéni,N/a,"{Cooperative production,tontine}",Lampouguini,"MULTIPOLYGON (((0.4417233333333333 10.608788333333333, 0.4417958139587885 10.609423941114906, 0.4422074630630393 10.609409811282953, 0.4422258318445791 10.60884273402721, 0.4417233333333333 10.608788333333333)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6aab,Savanes,Oti,Oti 2,Nagbéni,N/a,"{Cooperative production,tontine}",Lampouguini,"MULTIPOLYGON (((0.4422433333333334 10.608443333333332, 0.4416366666666667 10.608381666666666, 0.4417233333333333 10.608788333333333, 0.4422104566330129 10.608835649614075, 0.4422433333333334 10.608443333333332)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6aac,Savanes,Oti,Oti 2,Nagbéni,N/a,"{Cooperative production,tontine}",Lampouguini,"MULTIPOLYGON (((0.4422011078192457 10.609634926370454, 0.4430983333333333 10.609804999999998, 0.4426183333333333 10.608213333333333, 0.442335 10.608249999999998, 0.44232 10.60842, 0.4422433333333334 10.608443333333332, 0.4422011078192457 10.609634926370454)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6aad,Savanes,Oti,Oti 2,Nagbéni,N/a,Cooperative production,Lampouguini,"MULTIPOLYGON (((0.4480533333333333 10.611086666666665, 0.4477583333333334 10.610958333333334, 0.44765 10.61125, 0.4477066666666667 10.611271666666669, 0.447695 10.611738333333335, 0.4482 10.61198, 0.44828 10.611535, 0.4480966666666666 10.611446666666666, 0.4482183333333333 10.61125, 0.4480216666666666 10.611189999999999, 0.4480533333333333 10.611086666666665)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6aae,Savanes,Oti,Oti 2,Nagbéni,N/a,Cooperative production,Lampouguini,"MULTIPOLYGON (((0.4477433333333333 10.610941666666667, 0.447845 10.610236666666667, 0.4482416666666667 10.610318333333332, 0.448045 10.611078333333333, 0.4477433333333333 10.610941666666667)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6aaf,Savanes,Oti,Oti 2,Nagbéni,N/a,Cooperative production,Lampouguini,"MULTIPOLYGON (((0.44805 10.611073333333332, 0.448265 10.611155, 0.4483916666666667 10.61034, 0.4482583333333333 10.610316666666666, 0.44805 10.611073333333332)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6ab0,Savanes,Oti,Oti 2,Nagbéni,N/a,Cooperative production,Lampouguini,"MULTIPOLYGON (((0.4483883333333333 10.612045, 0.4480433333333334 10.612735000000002, 0.447865 10.612668333333334, 0.4478933333333333 10.611838333333333, 0.4483883333333333 10.612045)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6ab1,Savanes,Oti,Oti 2,Nagbéni,N/a,Cooperative production,Lampouguini,"MULTIPOLYGON (((0.4484 10.612025000000001, 0.4487983333333334 10.61205, 0.4487616666666667 10.612463333333334, 0.4482666666666667 10.612378333333334, 0.4484 10.612025000000001)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6ab2,Savanes,Oti,Oti 2,Nagbéni,N/a,Cooperative production,Lampouguini,"MULTIPOLYGON (((0.4476283333333334 10.611248333333332, 0.4472333333333333 10.611141666666667, 0.44717 10.611683333333334, 0.4476633333333334 10.611748333333333, 0.4476283333333334 10.611248333333332)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6ab3,Savanes,Oti,Oti 2,Galangashie,N/a,Nsp,Nsp,"MULTIPOLYGON (((0.2333216666666667 10.456104999999999, 0.2334966666666667 10.455364999999999, 0.2338016666666667 10.455416666666668, 0.2336483333333334 10.456673333333333, 0.2333133333333333 10.45666, 0.2334283333333333 10.456236666666666, 0.2334416666666667 10.45611, 0.2333216666666667 10.456104999999999)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6ab4,Savanes,Oti,Oti 2,Nagbéni,N/a,Cooperative production,Lampouguini,"MULTIPOLYGON (((0.44633 10.610316666666666, 0.4460933333333333 10.610888333333332, 0.4458516666666667 10.610859999999999, 0.4458516666666667 10.610843333333332, 0.44559 10.610775, 0.4455916666666667 10.610758333333335, 0.4456666666666667 10.610146666666667, 0.44633 10.610316666666666)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6ab5,Savanes,Oti,Oti 2,Nagbéni,N/a,Cooperative production,Lampouguini,"MULTIPOLYGON (((0.444965 10.610636666666668, 0.444895 10.609954999999998, 0.4448033333333333 10.609938333333332, 0.4447633333333333 10.609789999999998, 0.444485 10.609774999999997, 0.4443716666666667 10.610505, 0.4447366666666667 10.610565000000001, 0.4447366666666667 10.610578333333335, 0.444965 10.610636666666668)))"
_mview_zaapzapb_champs_individuels_zaap_zapb.fid-7111a9c0_193e574b72f_6ab6,Savanes,Oti,Oti 2,Nagbéni,N/a,Cooperative production,Lampouguini,"MULTIPOLYGON (((0.443665 10.610133333333332, 0.44323 10.610149999999999, 0.443115 10.609849999999998, 0.4435716666666666 10.609748333333334, 0.443665 10.610133333333332)))"
