FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,exploitation_nom,exploitation_annee,terrain,geometry
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23cd,Centrale,Blitta,Blitta 3,Tintchro,KOFLO,Plantation de Cacao de Avako,2005,Prive - individuel,POINT (0.7539760302955107 8.05277019956358)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23ce,Centrale,Blitta,Blitta 3,Tintchro,Talabo,Plantation d'Anacades Agoda,2016,Prive - individuel,POINT (0.7149396479939814 8.075229830355589)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23cf,Centrale,Blitta,Blitta 3,Tintchro,Talabo,Plantation d'Anacades Ayolou,2020,Prive - individuel,POINT (0.7159306039592932 8.075294461815748)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23d0,Centrale,Blitta,Blitta 3,Tintchro,Talabo,Plantation d'Anacades Agoda,2015,Prive - individuel,POINT (0.7134321225691962 8.072234972370676)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23d1,Centrale,Blitta,Blitta 3,Tintchro,KOUFLO 4,Plantation d'Anacades Djiwonou,2008,Prive - individuel,POINT (0.7725271526954233 8.0607499345586)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23d2,Centrale,Sotouboua,Sotouboua 2,Aouda,AOU-MONO,Plantation Afilade,1997,Prive - individuel,POINT (1.181963492047799 8.684881620005495)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23d3,Centrale,Blitta,Blitta 3,Welly,WELLY AYIKPAI,Plantation d'Anacades Wallah,2009,Prive - individuel,POINT (0.8734933333333333 8.05231)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23d4,Centrale,Blitta,Blitta 3,Welly,WELLY KATAKPA,Plantation d'Anacades Awima,2019,Prive - individuel,POINT (0.8413683333333334 8.072681666666666)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23d5,Centrale,Blitta,Blitta 3,Welly,WELLY KATAKPA,Plantation d'Anacades Zanga,2018,Prive - individuel,POINT (0.8431783420832257 8.072830017677166)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23d6,Centrale,Blitta,Blitta 3,Welly,WELLY KIDJAN,Plantation d'Anacades Azima,2015,Prive - individuel,POINT (0.8583557277328693 8.048400314413541)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23d7,Centrale,Blitta,Blitta 3,Welly,WELLY KIDJAN,Plantation d'Anacades Gnazou,2015,Prive - individuel,POINT (0.8634466666666667 8.05316)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23d8,Centrale,Blitta,Blitta 3,Welly,WELLY KOUKA,Plantation d'Anacades Fabre,2017,Prive - individuel,POINT (0.8701383333333333 8.041744999999999)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23d9,Centrale,Blitta,Blitta 3,Welly,WELLY CENTRE,Plantation d'Anacades Amah,2015,Prive - individuel,POINT (0.884 8.078408333333334)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23da,Centrale,Blitta,Blitta 3,Welly,WAWA CENTRE,Plantation Aloko Koudjo,2017,Prive - individuel,POINT (0.8561599999999999 7.96952)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23db,Centrale,Blitta,Blitta 3,Tchifama,TCHIFAMA,Plantation Doumegan,2005,Prive - individuel,POINT (0.8060026589798068 8.190682034585404)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23dc,Centrale,Blitta,Blitta 3,Pagala-Village,YAYA,Plantation Owoussi,2018,Prive - Collectivite coutumiere,POINT (0.8392754259439239 8.176804795897155)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23dd,Centrale,Blitta,Blitta 3,Pagala-Village,PAGALA VILLAGE,Plantation de Cacao de Kassegnin,2015,Prive - individuel,POINT (0.8843792042101645 8.21256559933965)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23de,Centrale,Blitta,Blitta 3,Pagala-Village,PAGALA N'SSENE,Plantation d'Anacades de Agbekponou,2015,Prive - individuel,POINT (0.8973288939216528 8.195597283885792)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23df,Centrale,Blitta,Blitta 3,Pagala-Village,PAGALA-TOMEGBE,Plantation de Emaodo,2011,Prive - individuel,POINT (0.8840894702836686 8.218081275177822)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23e0,Centrale,Blitta,Blitta 3,Pagala-Village,PAGALA-TOMEGBE,Plantation de Koffi,2015,Prive - individuel,POINT (0.8629369315715958 8.213968717846413)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23e1,Centrale,Blitta,Blitta 3,Pagala-Village,PAGALA-TOMEGBE,Plantation de Koffi,2018,Prive - individuel,POINT (0.8814933333333334 8.215541666666667)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23e2,Centrale,Blitta,Blitta 3,Pagala-Village,KPASSAGUEBI,Plantation de Labi,2018,Prive - individuel,POINT (0.8533233333333333 8.20737)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23e3,Centrale,Blitta,Blitta 3,Tchifama,ATCHIKE-KOPE,Plantation de Kelo,2005,Prive - individuel,POINT (0.7492483333333334 8.18403)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23e4,Centrale,Blitta,Blitta 3,Tchifama,GUIKANDRE,Plantation Bonfo,1977,Prive - individuel,POINT (0.789825 8.181360000000002)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23e5,Centrale,Blitta,Blitta 3,Tchifama,TCHIFAMA,Plantation Ferme Bergen,2004,Prive - individuel,POINT (0.8090402933928117 8.166893314182714)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23e6,Centrale,Blitta,Blitta 3,Tchifama,TODJI,Plantation Doumegan,1970,Prive - Collectivite coutumiere,POINT (0.8071976478749097 8.187768953107149)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23e7,Centrale,Blitta,Blitta 3,Tchifama,GUIKANDRE,Plantation Espoir,2003,Prive - individuel,POINT (0.8018166089954083 8.183921481885598)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23e8,Centrale,Blitta,Blitta 3,Tchifama,GUIKANDRE,Plantation Tagba,2002,Prive - individuel,POINT (0.7875500617770371 8.177642389577358)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23e9,Centrale,Blitta,Blitta 3,Tchifama,GUIKANDRE,Plantation Tinankou,1995,Prive - individuel,POINT (0.8027074967884111 8.171300598876456)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23ea,Centrale,Blitta,Blitta 3,Tchifama,GUIKANDRE,Plantation Mazo,1983,Prive - individuel,POINT (0.7983610937082716 8.169556117481424)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23eb,Centrale,Blitta,Blitta 3,Tchifama,TCHIFAMA,Plantation Tchagouni,2007,Prive - individuel,POINT (0.808795 8.182728333333333)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23ec,Centrale,Blitta,Blitta 3,Tchifama,TCHIFAMA,Plantation N'djada,2003,Prive - individuel,POINT (0.809045 8.183165)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23ed,Centrale,Blitta,Blitta 3,Atchintsè,ATCHINTCHE,Plantation d'Anacades Alassani,2006,Prive - individuel,POINT (0.6810234021737338 8.04322671616949)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23ee,Centrale,Blitta,Blitta 3,Atchintsè,ASSOUKOKO,Plantation de Café de La Ferme Eyadema,1977,Prive - individuel,POINT (0.6847778905110999 8.011768886552273)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23ef,Centrale,Blitta,Blitta 3,Atchintsè,Kpelé,Plantation d'Anacades Ameledji,2015,Prive - individuel,POINT (0.680203701742701 7.989707499192917)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23f0,Centrale,Blitta,Blitta 3,Atchintsè,ASSOUKOKO,Plantation de Manguier de La Ferme Eyadema,1977,Prive - individuel,POINT (0.685120442604579 8.017876786747669)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23f1,Centrale,Blitta,Blitta 3,Atchintsè,ASSOUKOKO,Plantation de Teck de La Ferme Eyadema,2008,Prive - individuel,POINT (0.6786402299305629 8.00876698342195)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23f2,Centrale,Blitta,Blitta 3,Atchintsè,ASSOUKOKO,Plantation de Palmier de La Ferme Eyadema,1977,Prive - individuel,POINT (0.6933064727444667 8.010004806295072)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23f3,Centrale,Blitta,Blitta 3,Atchintsè,ATCHINTCHE,Plantation de Manguier de Eyadema,1977,Prive - individuel,POINT (0.6835111743028743 8.016248377895042)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23f4,Centrale,Blitta,Blitta 3,Atchintsè,KOFLO,Plantation de Banane de Kadaya,2018,Prive - individuel,POINT (0.7487794138410304 8.038041950327026)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23f5,Centrale,Blitta,Blitta 3,Atchintsè,Talabo,Plantation de Cacao de Kuenyedji,1975,Prive - individuel,POINT (0.7303072975486617 8.049845957947259)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23f6,Centrale,Blitta,Blitta 3,Diguengué,ABOUSSOUM-KOPE,Plantation de Okoussoum,2012,Prive - individuel,POINT (0.6447980704478625 8.10846914344898)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23f7,Centrale,Blitta,Blitta 3,Diguengué,ABOUSSOUM-KOPE,Plantation de Oboussoum,2011,Prive - individuel,POINT (0.6517220013227435 8.10174003599101)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23f8,Centrale,Blitta,Blitta 3,Diguengué,ABOUSSOUM-KOPE,Plantation  Aboussoum,2010,Prive - individuel,POINT (0.6453604649698217 8.107395353252416)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23f9,Centrale,Blitta,Blitta 3,Diguengué,NOUBO-NOUBO,Plantation de Koffikouma,2011,Prive - individuel,POINT (0.641797735757605 8.115080097526812)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23fa,Centrale,Blitta,Blitta 3,Diguengué,ABOUSSOUM-KOPE,Plantation de Thalagasso,2014,Prive - individuel,POINT (0.6276633333333332 8.10797)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23fb,Centrale,Blitta,Blitta 3,Diguengué,ABOUSSOUM-KOPE,Plantation Awuni,2000,Prive - individuel,POINT (0.6438616666666667 8.113216666666666)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23fc,Centrale,Blitta,Blitta 3,Yégué,YEGUE,Plantation Champ Ecole pour la Multiplication des Rejets d'Ananas(cemra),2019,Prive - individuel,POINT (0.6485993696434345 8.152125498817568)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23fd,Centrale,Blitta,Blitta 3,Yégué,YEGUE,Plantation Champ d'Expérience d'Utilisation du Film Polyéthylène(ceufp),2021,Domaine public de l Etat ou des collectivites territoriales,POINT (0.6534286952531435 8.16547258003516)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23fe,Centrale,Blitta,Blitta 3,Yégué,YEGUE,Plantation Donko,2007,Prive - individuel,POINT (0.6544833333333333 8.171496666666666)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_23ff,Centrale,Blitta,Blitta 3,Yégué,YEGUE,Plantation Mission Chatolique,2010,autre,POINT (0.6596449999999999 8.177118333333334)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2400,Centrale,Blitta,Blitta 3,Yégué,N'KONKOA,Plantation de Ofori,2005,Prive - Collectivite coutumiere,POINT (0.674796770536386 8.175713060909578)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2401,Centrale,Blitta,Blitta 3,Yégué,TOUMOULMOU,Plantation Komla,2020,Prive - Collectivite coutumiere,POINT (0.6569286915802931 8.137202635919879)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2402,Centrale,Blitta,Blitta 3,Yégué,TOUMOULMOU,Plantation N'sana,2019,Prive - individuel,POINT (0.6809168284046355 8.142263409845091)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2403,Centrale,Blitta,Blitta 3,Dikpéléou,DIKPELEOU,Plantation N'tela Kodjo-koumah,1940,Prive - individuel,POINT (0.6151716666666667 8.194854999999999)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2404,Centrale,Blitta,Blitta 3,Dikpéléou,DIKPELEOU,Plantation Evename,2002,Prive - individuel,POINT (0.6128549999999999 8.19937)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2405,Centrale,Blitta,Blitta 3,Dikpéléou,DIKPELEOU,Plantation Yao,2002,Prive - individuel,POINT (0.6137 8.199928333333334)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2406,Centrale,Blitta,Blitta 3,Dikpéléou,DIKPELEOU,Plantation N'tela,2002,Prive - individuel,POINT (0.6098983333333333 8.200521666666667)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2407,Centrale,Blitta,Blitta 3,Dikpéléou,AGALE-OLE,Plantation Evename,1991,Prive - Collectivite coutumiere,POINT (0.6131866666666668 8.198498333333333)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2408,Centrale,Blitta,Blitta 3,Dikpéléou,LOMNAVA,Plantation d'Anacades Okpowou,2019,Prive - individuel,POINT (0.625535 8.18642)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2409,Centrale,Blitta,Blitta 3,Dikpéléou,LOMNAVA,Plantation d'Anacades Moudor,2015,Prive - individuel,POINT (0.6346522510606363 8.189495057787187)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_240a,Centrale,Blitta,Blitta 3,Dikpéléou,BOVI,Plantation de Tecks de Bovi,2003,Prive - individuel,POINT (0.6260166666666667 8.187598333333334)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_240b,Centrale,Blitta,Blitta 3,Dikpéléou,AGELEWELE,Plantation d'Anacades Evename,2018,Prive - individuel,POINT (0.6159199316287497 8.201756089129816)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_240c,Centrale,Blitta,Blitta 3,Katchenkè,NKONKOA,Plantation Oloun,1990,Prive - individuel,POINT (0.6871316666666666 8.16379)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_240d,Centrale,Blitta,Blitta 3,M'Poti,TCHOUN-TCHOUN,Plantation de Nabelewa,2017,Prive - individuel,POINT (0.8310529626717427 8.263903216600319)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_240e,Centrale,Blitta,Blitta 3,Katchenkè,DJIDJOLE,Plantation d'Anacades Amediame,2014,Prive - individuel,POINT (0.7069459491139953 8.263484383453033)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_240f,Centrale,Blitta,Blitta 3,Katchenkè,GUEDEME,Plantation d'Anacades de Wodou,2019,Prive - individuel,POINT (0.7147993164532042 8.22254256574905)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2410,Centrale,Blitta,Blitta 3,Katchenkè,GUEDEME,Plantation de Palmier Gnakou,2000,Prive - individuel,POINT (0.7002336344150676 8.22899942069866)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2411,Centrale,Blitta,Blitta 3,Katchenkè,GUEDEME,Plantation de Bananiers de Adjira,1990,Prive - individuel,POINT (0.7013233333333333 8.229135000000001)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2412,Centrale,Blitta,Blitta 3,Katchenkè,KELEBO,Plantation de Djato,2017,Prive - individuel,POINT (0.7396779411284449 8.215461773225389)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2413,Centrale,Blitta,Blitta 3,Katchenkè,KELEBO,Plantation de Toufemba,2018,Prive - individuel,POINT (0.7459847793874574 8.224241317670362)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2414,Centrale,Blitta,Blitta 3,Katchenkè,KELEBO,Plantation de Tozoou,2016,Prive - individuel,POINT (0.7299616666666666 8.215575)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2415,Centrale,Blitta,Blitta 3,Katchenkè,KELEBO,Plantation de Tozoou,2012,Prive - individuel,POINT (0.7304441170818122 8.217403447576986)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2416,Centrale,Blitta,Blitta 3,Katchenkè,KELEBO,Plantation de Moukpe 2,2016,Prive - individuel,POINT (0.7269814287467532 8.212323628152499)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2417,Centrale,Blitta,Blitta 3,Katchenkè,KELEBO,Plantation de Moukpe 1,2015,Prive - individuel,POINT (0.7263875965739683 8.21424175056969)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2418,Centrale,Blitta,Blitta 3,Katchenkè,NKONKOA,Plantation Attabassou,2008,Prive - individuel,POINT (0.6913836711184252 8.167122942603815)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2419,Centrale,Blitta,Blitta 3,Katchenkè,GERIKO,Plantation d'Anacades de Padalaki,1990,Prive - individuel,POINT (0.7398951193607621 8.226451877178697)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_241a,Centrale,Blitta,Blitta 3,M'Poti,KOUI,Plantation d'Anacades de Eviwounou,2017,Prive - individuel,POINT (0.747546925535794 8.28082505286028)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_241b,Centrale,Blitta,Blitta 3,M'Poti,ELAVAGNO-TODJI,Plantation de Guibissou,2018,Prive - individuel,POINT (0.7575019008753466 8.260099292547185)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_241c,Centrale,Blitta,Blitta 3,M'Poti,TADJAN,Plantation de Bologan,2017,Prive - individuel,POINT (0.8125904232048122 8.237503948940613)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_241d,Centrale,Blitta,Blitta 3,M'Poti,TADJAN,Plantation Affoh,2018,Prive - individuel,POINT (0.8111614811751635 8.23315022770682)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_241e,Centrale,Blitta,Blitta 3,M'Poti,TADJA,Plantation de Batcha,1989,Prive - individuel,POINT (0.811199705402231 8.212112421646962)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_241f,Centrale,Blitta,Blitta 3,M'Poti,LAKIGNAN,Plantation 2bla,2014,Prive - Collectivite coutumiere,POINT (0.7690686572751507 8.224853451870334)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2420,Centrale,Blitta,Blitta 3,M'Poti,TCHON-TCHON,Plantation d'Anacades Tchamielaki,2019,Prive - individuel,POINT (0.8261016666666666 8.268833333333333)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2421,Centrale,Blitta,Blitta 3,M'Poti,TCHON-TCHON,Plantation d'Anacades Koloba,2017,Prive - individuel,POINT (0.838665 8.27609)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2422,Centrale,Blitta,Blitta 3,M'Poti,TCHOUN-TCHOUN,Plantation Amea,2017,Prive - individuel,POINT (0.8373074628779944 8.268055287064199)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2423,Centrale,Blitta,Blitta 3,M'Poti,TCHOUN-TCHOUN,Plantation de Kawoki,2000,Prive - individuel,POINT (0.827931712039285 8.303899509706586)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2424,Centrale,Blitta,Blitta 3,M'Poti,TCHOUN-TCHOUN,Plantation de Kawele,2002,Prive - individuel,POINT (0.8272610907161844 8.306398827259747)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2425,Centrale,Mô,Mô 1,Kagnigbara,KAGNIGBARA,Plantation Adoï,2021,autre,POINT (0.6549709304397278 8.880526224748987)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2426,Centrale,Mô,Mô 1,Boulohou,Koussoumilé,Plantation Scolaire,2021,Domaine public de l Etat ou des collectivites territoriales,POINT (0.6673377106792099 8.781430497508726)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2427,Centrale,Mô,Mô 1,Boulohou,Agbandè,Plantation Anacarde de Yololo,2018,Prive - individuel,POINT (0.6531929740212115 8.776121949112932)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2428,Centrale,Mô,Mô 1,Boulohou,Fazao,Plantation Ouro-bagana,1997,Prive - individuel,POINT (0.75585799272506 8.678223847646159)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2429,Centrale,Mô,Mô 1,Boulohou,Fazao,Plantation Gbagbawe,1997,Prive - individuel,POINT (0.754098866300542 8.676363527820943)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_242a,Centrale,Mô,Mô 1,Boulohou,Fazao,Plantation Alpha,1992,Prive - individuel,POINT (0.7612254147016945 8.68694520304954)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_242b,Centrale,Mô,Mô 1,Boulohou,Fazao,Plantation Ouro-bagana,1997,Prive - individuel,POINT (0.7641575618709873 8.690584297689703)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_242c,Centrale,Mô,Mô 1,Boulohou,Fazao,Plantation Botcho,1997,Prive - individuel,POINT (0.7651744644711256 8.692179900852892)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_242d,Centrale,Mô,Mô 1,Boulohou,Fazao,Plantation,Nsp,Prive - individuel,POINT (0.7622204224619397 8.688232183466186)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_242e,Centrale,Mô,Mô 1,Boulohou,Fazao,Plantation Soulemane,2000,Prive - individuel,POINT (0.7622972290985914 8.68013936660945)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_242f,Centrale,Mô,Mô 1,Boulohou,Fazao,Plantation Kerim,1997,Prive - individuel,POINT (0.7563417917291625 8.677055055180748)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2430,Centrale,Mô,Mô 1,Boulohou,Fazao,Plantation Botcho,1999,Prive - individuel,POINT (0.7566571026427277 8.678730652778105)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2431,Centrale,Mô,Mô 1,Boulohou,Fazao,Plantation Fre,2019,Prive - individuel,POINT (0.8045906608398656 8.711829185873723)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2432,Centrale,Sotouboua,Sotouboua 1,Sotouboua,WEKEDA,Plantation defi Terre Sarl,1999,Prive - entreprise,POINT (0.9592980336496281 8.54615933556701)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2433,Centrale,Sotouboua,Sotouboua 1,Sotouboua,KPETE-KPETE,Plantation Agate,2008,Prive - individuel,POINT (0.9616766666666667 8.495401666666668)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2434,Centrale,Sotouboua,Sotouboua 2,Séssaro,HEMBELA,Plantation Saoude,1998,Prive - individuel,POINT (1.2285911815114845 8.614485717508288)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2435,Centrale,Sotouboua,Sotouboua 2,Séssaro,HEMBELA,Plantation Abalssem,1999,Prive - individuel,POINT (1.252580882101334 8.624790755680367)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2436,Centrale,Sotouboua,Sotouboua 2,Séssaro,HEMBELA,Plantation Ali,1998,Prive - individuel,POINT (1.2462825986615942 8.624659951635687)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2437,Centrale,Sotouboua,Sotouboua 2,Séssaro,HEMBELA,Plantation Adeou,1998,Prive - individuel,POINT (1.2519555903527602 8.626059670005025)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2438,Centrale,Sotouboua,Sotouboua 2,Séssaro,HEMBELA,Plantation Kakayoo,1999,Prive - individuel,POINT (1.255496733345807 8.617309765918042)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2439,Centrale,Sotouboua,Sotouboua 2,Séssaro,KASSIKIDE,Plantation Tenime,2012,Prive - individuel,POINT (1.21278373478785 8.604940283733473)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_243a,Centrale,Sotouboua,Sotouboua 2,Séssaro,KASSIKIDE,Plantation Alaza,2000,Prive - individuel,POINT (1.2198523127806875 8.60999653247745)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_243b,Centrale,Sotouboua,Sotouboua 2,Séssaro,HEMBELA,Plantation Saode,2004,Prive - individuel,POINT (1.2531376109981784 8.623406667593233)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_243c,Centrale,Sotouboua,Sotouboua 2,Séssaro,HEMBELA,Plantation Tchie,1997,Prive - individuel,POINT (1.2554173011859977 8.620608977385702)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_243d,Centrale,Sotouboua,Sotouboua 2,Séssaro,HEMBELA,Plantation Yolou,2000,Prive - individuel,POINT (1.2548184103882434 8.61584948881679)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_243e,Centrale,Sotouboua,Sotouboua 2,Séssaro,HEMBELA,Plantation Yabla,1994,Prive - individuel,POINT (1.2244435941427918 8.611706618607748)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_243f,Centrale,Sotouboua,Sotouboua 2,Séssaro,KASSIKIDE,Plantation Pakoute,1998,Prive - individuel,POINT (1.2164699361176197 8.604326895354498)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2440,Centrale,Sotouboua,Sotouboua 2,Aouda,AOU-MONO,Plantation Tchedre,1998,Prive - individuel,POINT (1.1819074043426983 8.687175152483542)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2441,Centrale,Sotouboua,Sotouboua 2,Séssaro,KASSIKIDE,Plantation Gnassingbe,1998,Prive - individuel,POINT (1.217544248293618 8.603371389932688)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2442,Centrale,Sotouboua,Sotouboua 2,Séssaro,HEMBELA,Plantation Yomdjeba,2014,Prive - individuel,POINT (1.2296831312093575 8.621486333218403)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2443,Centrale,Sotouboua,Sotouboua 2,Séssaro,HEMBELA,Plantation Adeo,2014,Prive - individuel,POINT (1.2505063750196919 8.624542701434288)
