FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,exploitation_nom,exploitation_annee,terrain,geometry
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2142,Plateaux,Anié,Anié 2,Atchinédji,ATCHINEDJI,Plantation Tamegnon,2000,Prive - individuel,POINT (1.4209352745791377 7.686900178581804)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2143,Plateaux,Anié,Anié 2,Atchinédji,ATCHINEDJI,Plantation Fadegnon,1989,Prive - individuel,POINT (1.4190733377405833 7.685601756511197)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2144,Plateaux,Anié,Anié 2,Atchinédji,DOVI,Plantation de Palmier Sala,1989,Prive - individuel,POINT (1.4134232305776804 7.694545465496454)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2145,Plateaux,Anié,Anié 2,Atchinédji,DOVI,Plantation Koffi,1987,Prive - individuel,POINT (1.4067565726287865 7.7006522350507955)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2146,Plateaux,Danyi,Danyi 1,Danyi-Atigba,EZAPE,Plantation Nutsugan,1970,Prive - individuel,POINT (0.6922813354343896 7.292084946572686)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2147,Plateaux,Danyi,Danyi 1,Danyi-Atigba,EZAPE,Plantation Nutsugan,2000,Prive - individuel,POINT (0.694875 7.292581666666666)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2148,Plateaux,Danyi,Danyi 1,Danyi-Atigba,AMOUTA,Plantation Takoh,2016,Prive - individuel,POINT (0.7113766666666667 7.356423333333334)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2149,Plateaux,Danyi,Danyi 1,Danyi-Atigba,AGAME,Plantation Kindou,2008,Prive - individuel,POINT (0.6830633333333334 7.28104)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_214a,Plateaux,Danyi,Danyi 1,Danyi-Atigba,AGAME,Plantation Kpogli,1975,Prive - individuel,POINT (0.6839153672213233 7.285346369539583)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_214b,Plateaux,Danyi,Danyi 1,Danyi-Atigba,ASSASSAHINI,Plantation Koffi,1979,Prive - individuel,POINT (0.681955 7.3475)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_214c,Plateaux,Danyi,Danyi 1,Danyi-Atigba,DZOGBEGAN,Plantation Azameti,2005,Prive - individuel,POINT (0.6784533333333334 7.235614999999999)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_214d,Plateaux,Danyi,Danyi 1,Danyi-Atigba,TOVI,Plantation Awi,1977,Prive - individuel,POINT (0.7222834292622727 7.196978369192776)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_214e,Plateaux,Danyi,Danyi 1,Danyi-Atigba,MEDEWUNUI,Plantation Baluki,2018,Prive - individuel,POINT (0.6994306232777999 7.176617388117039)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_214f,Plateaux,Danyi,Danyi 1,Danyi-Atigba,APEYEME,Plantation N'bouake,2000,Prive - individuel,POINT (0.68806 7.192615000000001)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2150,Plateaux,Danyi,Danyi 1,Danyi-Atigba,KONDA TODZI,Plantation Adeke,2012,Prive - individuel,POINT (0.7076427833045593 7.172266967733031)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2151,Plateaux,Danyi,Danyi 1,Danyi-Atigba,KONDA TODZI,Plantation Pokona,2014,Prive - individuel,POINT (0.7061747033905611 7.173220389046486)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2152,Plateaux,Danyi,Danyi 1,Danyi-Atigba,KONDA TODZI,Plantation Adewui,2012,Prive - individuel,POINT (0.7067265725420755 7.174384744847147)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2153,Plateaux,Danyi,Danyi 1,Yikpa,DAFO,Plantation Nutchi,1992,Prive - individuel,POINT (0.5996332642536751 7.12235873500036)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2154,Plateaux,Danyi,Danyi 1,Yikpa,DAFO,Plantation Sewonu,2003,Prive - individuel,POINT (0.5986607846220603 7.12236392013592)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2155,Plateaux,Danyi,Danyi 1,Yikpa,DAFO,Plantation Tsolenyanu,2012,Prive - individuel,POINT (0.5988128233883904 7.1229293176647595)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2156,Plateaux,Danyi,Danyi 1,Yikpa,ANYIGBE,Plantation Atsutse,1995,Prive - individuel,POINT (0.6096489106128105 7.12197433907166)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2157,Plateaux,Danyi,Danyi 1,Yikpa,ANYIGBE,Plantation Akoli,1987,Prive - individuel,POINT (0.6088766768081423 7.122385764601398)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2158,Plateaux,Danyi,Danyi 1,Yikpa,DZIGBE,Plantation Egle,2015,Prive - individuel,POINT (0.6130366666666667 7.127211666666667)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2159,Plateaux,Danyi,Danyi 1,Yikpa,DZIGBE,Plantation Konu,2016,Prive - individuel,POINT (0.6147785817620607 7.127398487204352)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_215a,Plateaux,Danyi,Danyi 1,Yikpa,DZIGBE,Plantation Agbety,1989,Prive - individuel,POINT (0.6171846590285306 7.130481064039972)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_215b,Plateaux,Danyi,Danyi 1,Yikpa,DZIGBE,Plantation Somevi,2015,Prive - individuel,POINT (0.6162500632089218 7.1286863218838)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_215c,Plateaux,Danyi,Danyi 1,Yikpa,KPONOE,Plantation Abi,1955,Prive - individuel,POINT (0.6164325934721636 7.148507938749997)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_215d,Plateaux,Danyi,Danyi 1,Danyi-Kakpa,ATIGBA,Plantation Dogboe,1994,Prive - individuel,POINT (0.6888198642306443 7.143744172950691)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_215e,Plateaux,Danyi,Danyi 1,Danyi-Kakpa,DZEDRAMEGAN,Plantation Azia,1982,Prive - individuel,POINT (0.6323628666405366 7.19548328841795)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_215f,Plateaux,Danyi,Danyi 1,Danyi-Kakpa,DZEDRAME,Plantation Agbefome,1979,Prive - individuel,POINT (0.6298705030045673 7.165032187046146)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2160,Plateaux,Danyi,Danyi 1,Danyi-Kakpa,DZEDRAME,Plantation Togbui,1997,Prive - individuel,POINT (0.6340849408088037 7.192337565184222)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2161,Plateaux,Danyi,Danyi 1,Danyi-Kakpa,KOUDZRAVI,Plantation Hoamekpo,1987,Prive - individuel,POINT (0.6398962698362012 7.14017462240222)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2162,Plateaux,Danyi,Danyi 1,Danyi-Kakpa,KOUDZRAVI,Plantation Amedzrovi,2019,Prive - individuel,POINT (0.6432617398413745 7.135920443875582)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2163,Plateaux,Anié,Anié 2,Glitto,KPAKPASSA,Plantation Hodain,2000,Prive - individuel,POINT (1.58865982498707 7.582759979051308)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2164,Plateaux,Danyi,Danyi 1,Danyi-Kakpa,KOUDZRAGAN,Plantation Sogadji,1986,Prive - individuel,POINT (0.6258733333333333 7.145011666666666)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2165,Plateaux,Danyi,Danyi 1,Danyi-Kakpa,KOUDZRAGAN,Plantation Sogadji,2012,Prive - individuel,POINT (0.6249783333333333 7.160128333333334)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2166,Plateaux,Danyi,Danyi 1,Danyi-Kakpa,KOUDZRA-GABI,Plantation Ami,1980,Prive - individuel,POINT (0.6339999895993843 7.139919401121975)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2167,Plateaux,Danyi,Danyi 1,Danyi-Kakpa,KAKPA,Plantation Assoumane,1986,Prive - individuel,POINT (0.664555 7.141985)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2168,Plateaux,Danyi,Danyi 1,Danyi-Kakpa,TODOME,Plantation Alawi,Nsp,Prive - individuel,POINT (0.6494634913553353 7.170954126329081)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2169,Plateaux,Danyi,Danyi 1,Danyi-Kakpa,KETEME,Plantation Abotchi,1982,Prive - individuel,POINT (0.660266443555589 7.172983727435927)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_216a,Plateaux,Anié,Anié 2,Glitto,Kpakpassa,Plantation Etche,2017,Prive - individuel,POINT (1.5910447815756408 7.585966820207092)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_216b,Plateaux,Anié,Anié 2,Glitto,Glitto,Plantation Kamde,2017,Prive - individuel,POINT (1.5333257014669703 7.603802538405455)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_216c,Plateaux,Anié,Anié 2,Glitto,GLITTO,Plantation Souley,2017,Prive - individuel,POINT (1.5288969229242018 7.59141689575929)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_216d,Plateaux,Anié,Anié 2,Glitto,GLITTO,Plantation Tchatchao,2015,Prive - individuel,POINT (1.5136584282837018 7.569283390620833)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_216e,Plateaux,Anié,Anié 2,Glitto,GLITTO,Plantation Assogba,2015,Prive - individuel,POINT (1.52479364913343 7.578451596554766)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_216f,Plateaux,Anié,Anié 2,Glitto,GLITTO,Plantation Assogba2,2012,Prive - individuel,POINT (1.5380880261973526 7.584226045617083)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2170,Plateaux,Anié,Anié 2,Glitto,GLAGOU,Plantation Odin,2000,Prive - individuel,POINT (1.5649462668139817 7.591551102220008)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2171,Plateaux,Anié,Anié 2,Glitto,GLAGOU,Plantation Ohoudoudou,2001,Prive - individuel,POINT (1.5512207273367826 7.574822553659981)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2172,Plateaux,Anié,Anié 2,Glitto,GLAGOU,Plantation Ahodo,2003,Prive - individuel,POINT (1.5518598330180104 7.5756235859735)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2173,Plateaux,Anié,Anié 2,Glitto,GLAGOU,Plantation Ohodoudou2,2000,Prive - individuel,POINT (1.5535697030176687 7.575280567269446)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2174,Plateaux,Anié,Anié 2,Glitto,LOVE,Plantation Abotsi,2000,Prive - individuel,POINT (1.5761407687772895 7.558837776501807)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2175,Plateaux,Anié,Anié 2,Glitto,LOVE,Plantation Amegnikpo,2001,Prive - individuel,POINT (1.578887163166433 7.559380966149344)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2176,Plateaux,Anié,Anié 2,Glitto,LOVE,Plantation Gbedaye,2004,Prive - individuel,POINT (1.558100000452772 7.558677521817385)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2177,Plateaux,Anié,Anié 2,Glitto,KAVE,Plantation Hounsi,2015,Prive - individuel,POINT (1.501997491886477 7.553116972803833)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2178,Plateaux,Anié,Anié 2,Glitto,GBEDOUHO,Plantation Hodain,1998,Prive - individuel,POINT (1.5908451649534845 7.600158775729112)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2179,Plateaux,Anié,Anié 2,Glitto,LOADAN,Plantation Atoyi,1995,Prive - individuel,POINT (1.5273244141702784 7.640822162183122)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_217a,Plateaux,Anié,Anié 2,Glitto,DASSAGBA,Plantation Ahidegnon,2001,Prive - individuel,POINT (1.6047404908547438 7.612266851383506)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_217b,Plateaux,Anié,Anié 2,Glitto,DASSAGBA,Plantation Awoussi,1994,Prive - individuel,POINT (1.6048469523499547 7.601771743516215)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_217c,Plateaux,Anié,Anié 2,Glitto,LOWADAN,Plantation Worou,2012,Prive - individuel,POINT (1.5194027812018416 7.661735885876651)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_217d,Plateaux,Danyi,Danyi 2,Danyi-Kpeto-Evita,EDZERE,Plantation Padaro,2013,Prive - individuel,POINT (0.7669950475402154 7.305560771699429)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_217e,Plateaux,Danyi,Danyi 2,Danyi-Kpeto-Evita,KPETO,Plantation Voule,2015,Prive - individuel,POINT (0.7427083333333333 7.258151666666667)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_217f,Plateaux,Danyi,Danyi 2,Danyi-Kpeto-Evita,WOEVE,Plantation Pouli,2017,Prive - individuel,POINT (0.785135 7.2964883333333335)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2180,Plateaux,Danyi,Danyi 2,Danyi-Kpeto-Evita,ANKUVI,Plantation Koulouma,1986,Prive - individuel,POINT (0.7574831259516274 7.24797395408941)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2181,Plateaux,Danyi,Danyi 2,Danyi-Kpeto-Evita,KPETO,Plantation Zotchi,2019,Prive - individuel,POINT (0.727461973283433 7.2359560570956365)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2182,Plateaux,Danyi,Danyi 2,Danyi-Kpeto-Evita,HEHEATRO,Plantation Nyassem,Nsp,Prive - individuel,POINT (0.7360126191380166 7.262830333096474)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2183,Plateaux,Danyi,Danyi 2,Danyi-Kpeto-Evita,HEHEATRO,Plantation Sewonu,2012,Prive - individuel,POINT (0.7373928400765846 7.26675383773851)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2184,Plateaux,Danyi,Danyi 2,Danyi-Kpeto-Evita,DAFO,Plantation Djilo,1976,Prive - individuel,POINT (0.7262683333333333 7.260464999999999)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2185,Plateaux,Danyi,Danyi 2,Danyi-Kpeto-Evita,DAFO,Plantation Howutse,1990,Prive - individuel,POINT (0.7357533333333334 7.250811666666667)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2186,Plateaux,Danyi,Danyi 2,Danyi-Kpeto-Evita,MEMPEASSEM,Plantation degbeo,2020,Prive - individuel,POINT (0.7011683333333333 7.250839999999999)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2187,Plateaux,Danyi,Danyi 2,Danyi-Kpeto-Evita,MEMPEASSEM,Plantation Megbegna,2020,Prive - individuel,POINT (0.6927333333333333 7.254073333333334)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2188,Plateaux,Danyi,Danyi 2,Danyi-Elavagnon,ELAVANYO,Plantation Abodite,1992,Prive - individuel,POINT (0.6993230720134632 7.280286327756854)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2189,Plateaux,Danyi,Danyi 2,Danyi-Elavagnon,EDZERE,Plantation Peketi,2002,Prive - Collectivite coutumiere,POINT (0.7446201463219362 7.299387745694164)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_218a,Plateaux,Danyi,Danyi 2,Danyi-Elavagnon,EDZERE,Plantation Peketi,2019,Prive - individuel,POINT (0.7546075039683702 7.309160729987381)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_218b,Plateaux,Danyi,Danyi 2,Danyi-Elavagnon,EDZERE,Plantation Motetse,2007,Prive - individuel,POINT (0.740343916029877 7.3025798071835215)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_218c,Plateaux,Danyi,Danyi 2,Danyi-Elavagnon,BAVÉ,Plantation N'webida,2019,Prive - Collectivite coutumiere,POINT (0.7478450936123532 7.324892503616647)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_218d,Plateaux,Danyi,Danyi 2,Danyi-Elavagnon,BAVÉ,Plantation Laoukpessi,2018,Prive - Collectivite coutumiere,POINT (0.7478543533481392 7.325302909339677)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_218e,Plateaux,Danyi,Danyi 2,Danyi-Elavagnon,DEVE,Plantation Awidjesso,1987,Prive - individuel,POINT (0.6746987813590265 7.371073985612379)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_218f,Plateaux,Danyi,Danyi 2,Danyi-Elavagnon,DEVE,Plantation Atafeinam,1988,Prive - individuel,POINT (0.6735774486982795 7.371898117788528)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2190,Plateaux,Danyi,Danyi 2,Danyi-Elavagnon,TETEBE,Plantation Simliwa,1985,Prive - individuel,POINT (0.6939586371752274 7.373316723783084)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2191,Plateaux,Danyi,Danyi 2,Danyi-Elavagnon,AFOUGBADJE,Plantation Alfa,1989,Prive - individuel,POINT (0.7357718774521061 7.371940838009102)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2192,Plateaux,Danyi,Danyi 2,Danyi-Elavagnon,OGOBE 2,Plantation Tchangai,1990,Prive - individuel,POINT (0.766225 7.36955)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2193,Plateaux,Danyi,Danyi 2,Danyi-Elavagnon,OGOBE 2,Plantation Kagnao,2009,Prive - individuel,POINT (0.76764 7.368778333333334)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2194,Plateaux,Danyi,Danyi 2,Ahlon,BOGO,Plantation Sessi,1985,Prive - individuel,POINT (0.6628814477369858 7.254699704153204)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2195,Plateaux,Danyi,Danyi 2,Ahlon,SASSANOU,Plantation Zube,2011,Prive - individuel,POINT (0.6473841099969293 7.284281377026082)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2196,Plateaux,Danyi,Danyi 2,Ahlon,AKAYO,Plantation Tchaa,2003,Prive - individuel,POINT (0.6575281658719695 7.237014400992117)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2197,Plateaux,Danyi,Danyi 2,Ahlon,AGAME,Plantation Kindou,1982,Prive - individuel,POINT (0.6814066666666666 7.2845916666666675)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2198,Plateaux,Danyi,Danyi 2,Ahlon,TINIPE,Plantation Kodjogan,1978,Prive - individuel,POINT (0.6738083333333333 7.281178333333334)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_2199,Plateaux,Danyi,Danyi 2,Ahlon,ITOBOLE,Plantation Movia,1985,Prive - individuel,POINT (0.6713783333333333 7.305563333333334)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_219a,Plateaux,Danyi,Danyi 2,Ahlon,AWOUNADZASSI,Plantation Attah,2017,Prive - individuel,POINT (0.6620027747479186 7.334388746456552)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_219b,Plateaux,Danyi,Danyi 2,Ahlon,DENOU,Plantation Kossi Amouzougan,2015,Prive - individuel,POINT (0.6698910210290396 7.3201215690072745)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_219c,Plateaux,Danyi,Danyi 2,Ahlon,ITOBOLE,Plantation Movia,2012,Prive - individuel,POINT (0.6697533333333333 7.305008333333334)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_219d,Plateaux,Danyi,Danyi 2,Ahlon,ITOBOLE,Plantation Gomassi,2020,Prive - individuel,POINT (0.667860462472737 7.307343411999193)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_219e,Plateaux,Danyi,Danyi 2,Ahlon,AMEMAKPOE,Plantation Ali,1981,Prive - individuel,POINT (0.651705 7.365591666666668)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_219f,Plateaux,Danyi,Danyi 2,Ahlon,AMEMAKPOE,Plantation Assoki,1985,Prive - individuel,POINT (0.6532956292689718 7.3662529738626805)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_21a0,Plateaux,Danyi,Danyi 2,Ahlon,BOSSOPE,Plantation Dogboe,1982,Prive - individuel,POINT (0.6576826751863685 7.357712720196563)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_21a1,Plateaux,Danyi,Danyi 2,Ahlon,AKAYO 1,Plantation Pamassi,1982,Prive - individuel,POINT (0.658712161675072 7.230981127370926)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_21a2,Plateaux,Danyi,Danyi 2,Ahlon,DANYIME,Plantation Ametiagbe,2020,Prive - individuel,POINT (0.6566916666666667 7.1958616666666675)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_21a3,Plateaux,Est-Mono,Est-Mono 1,Gbadjahè,ADJASSIKA,Plantation D'oranges Zondjagni,2017,Prive - individuel,POINT (1.4653425074838524 7.800372162607828)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_21a4,Centrale,Blitta,Blitta 1,Blitta-Village,TOMEGBE,Plantation de Teck de Assiki,2014,Prive - individuel,POINT (1.0119613338278475 8.36582453031687)
_mview_plantation_etablissements_plantation.fid-7b1c8a4a_193f31e3447_21a5,Centrale,Blitta,Blitta 1,Blitta-Village,TOMEGBE,Plantation Associée de Sowougan,2017,Prive - individuel,POINT (1.0101570012156396 8.368070270649344)
